Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff
3.43,1.266,0.289,1366.5,403.9,0.942,1.38553
8.42,1.434,0.46,1100.9,472.0,0.876,1.5287
6.15,1.715,0.63,1395.4,313.7,0.998,1.44859
1.77,1.945,0.255,976.6,345.7,0.983,0.72433
7.22,1.015,0.251,1137.1,345.7,0.983,1.57114
2.76,1.289,0.473,1355.2,577.2,0.717,1.21128
2.0,1.225,0.224,1498.9,568.7,0.735,1.11834
4.88,1.648,0.63,728.0,498.9,0.844,1.36103
3.46,1.527,0.47,1437.3,471.8,0.876,1.40596
5.01,1.236,0.518,657.1,507.5,0.833,1.21397
8.21,1.764,0.292,996.0,574.8,0.722,1.56942
7.6,1.322,0.424,1159.7,480.5,0.866,1.50563
5.51,1.46,0.215,1579.3,315.5,0.998,1.31298
5.4,1.606,0.561,616.5,418.9,0.929,1.46605
8.72,1.212,0.406,1598.2,319.4,0.996,1.50289
2.71,1.112,0.393,1181.7,477.9,0.869,1.2643
1.03,1.349,0.259,1685.3,511.8,0.827,0.8219
5.2,1.568,0.607,1177.8,355.4,0.977,1.37391
1.93,1.646,0.655,1354.6,463.8,0.885,1.14841
5.56,1.569,0.481,912.3,509.2,0.83,1.50148
6.07,1.715,0.208,962.5,532.7,0.797,1.28771
6.55,1.262,0.22,790.3,412.7,0.934,1.4962
7.96,1.051,0.273,374.5,343.2,0.984,1.60442
7.26,1.769,0.809,1032.5,590.1,0.687,1.1557
1.22,1.27,0.521,1367.9,539.9,0.786,0.94083
5.99,1.317,0.425,1417.9,344.4,0.984,1.49017
8.35,1.199,0.449,857.2,586.4,0.696,1.34989
2.32,1.7,0.706,1113.5,441.6,0.908,1.15866
6.33,1.487,0.558,931.3,483.5,0.863,1.39551
5.4,1.075,0.309,1217.2,444.1,0.905,1.4913
1.11,1.45,0.415,949.4,312.1,0.999,1.0456
4.14,1.479,0.434,840.3,538.8,0.787,1.45456
5.79,1.932,0.844,789.4,422.6,0.926,1.27428
8.75,1.735,0.626,431.7,359.8,0.974,1.52681
6.86,1.56,0.4,1134.6,493.9,0.85,1.57303
6.59,1.785,0.442,1061.3,364.9,0.971,1.57113
3.29,1.78,0.47,1346.8,492.2,0.852,1.41333
8.06,1.71,0.545,554.3,518.9,0.817,1.54774
8.8,1.161,0.275,884.2,365.3,0.971,1.61562
1.0,1.46,0.443,1408.1,493.3,0.851,1.01298
5.72,1.447,0.502,792.5,438.6,0.911,1.45699
5.74,1.341,0.347,1131.7,463.6,0.885,1.53533
5.52,1.45,0.241,1209.6,546.2,0.775,1.45015
5.26,1.957,0.569,618.3,409.5,0.937,1.53756
6.59,1.793,0.33,474.6,301.3,1.003,1.49307
5.85,1.505,0.483,802.0,367.6,0.969,1.51471
5.16,1.89,0.865,457.9,381.7,0.959,1.20741
7.72,1.693,0.329,1153.4,384.1,0.957,1.55959
5.92,1.913,0.751,1061.1,378.3,0.962,1.40117
5.5,1.631,0.303,1529.2,322.8,0.995,1.44008
4.35,1.92,0.594,1472.4,590.4,0.686,1.43236
7.3,1.791,0.511,1732.5,532.5,0.797,1.55114
5.0,1.847,0.78,1265.7,374.3,0.964,1.28751
8.26,1.129,0.364,917.6,482.5,0.864,1.50202
8.09,1.895,0.633,1781.1,329.2,0.992,1.53715
6.37,1.803,0.215,610.3,481.4,0.865,1.26317
7.55,1.305,0.535,1150.9,368.0,0.969,1.32722
3.81,1.243,0.27,1234.9,336.0,0.988,1.39997
5.73,1.612,0.242,592.9,413.3,0.934,1.36365
4.91,1.917,0.865,1148.0,347.6,0.982,1.2006
4.97,1.192,0.247,466.4,321.8,0.995,1.47825
4.31,1.605,0.474,1028.1,589.7,0.688,1.44455
5.48,1.34,0.519,1797.0,412.5,0.934,1.32821
2.16,1.69,0.595,554.8,321.7,0.995,1.30063
2.22,1.739,0.744,783.2,409.0,0.937,1.13601
2.95,1.925,0.781,1290.4,367.8,0.969,1.25985
6.31,1.964,0.588,760.8,333.4,0.989,1.56319
8.91,1.496,0.608,674.3,355.2,0.977,1.39849
7.82,1.747,0.432,452.2,376.6,0.963,1.61449
6.77,1.059,0.442,1451.3,552.2,0.765,1.18454
8.84,1.359,0.441,1497.5,396.7,0.948,1.52802
6.85,1.935,0.782,1680.0,424.3,0.924,1.36501
4.37,1.679,0.522,1612.7,461.6,0.887,1.45568
6.94,1.581,0.245,1452.8,360.9,0.973,1.42911
2.77,1.44,0.358,569.4,398.5,0.946,1.35658
4.8,1.713,0.223,1423.4,580.5,0.71,1.28002
2.01,1.54,0.272,412.4,400.6,0.944,1.04552
4.01,1.686,0.484,323.8,312.0,0.999,1.48918
3.2,1.112,0.472,1551.5,417.7,0.93,1.09888
4.59,1.629,0.679,637.6,360.2,0.974,1.30049
4.37,1.814,0.293,1607.9,598.5,0.664,1.38406
3.45,1.187,0.322,1635.7,438.4,0.911,1.40499
3.62,1.989,0.303,1295.5,398.7,0.946,1.1699
3.65,1.867,0.364,1301.7,485.9,0.86,1.35862
6.04,1.055,0.227,825.9,409.2,0.937,1.53469
1.88,1.562,0.588,1243.7,364.6,0.971,1.20089
1.65,1.853,0.488,1242.7,438.4,0.911,1.1802
1.94,1.301,0.299,960.0,335.4,0.988,1.18089
4.45,1.745,0.747,447.7,411.8,0.935,1.27018
1.78,1.554,0.68,1587.5,569.8,0.732,0.94265
2.32,1.989,0.483,1224.9,599.6,0.661,1.30954
1.05,1.687,0.728,832.5,323.3,0.994,0.96009
2.19,1.478,0.572,1223.6,516.3,0.821,1.17257
2.3,1.426,0.325,748.6,444.4,0.905,1.25955
1.25,1.912,0.223,1199.9,489.9,0.855,0.54184
8.28,1.57,0.627,388.1,346.4,0.982,1.43081
4.66,1.512,0.392,1211.1,349.9,0.98,1.49684
3.16,1.19,0.31,1731.0,540.9,0.784,1.37383
1.9,1.902,0.681,687.4,443.5,0.906,1.25016
3.9,1.928,0.683,1277.8,409.5,0.937,1.40711
1.55,1.67,0.717,796.5,375.8,0.963,1.05552
8.3,1.151,0.265,813.2,370.0,0.967,1.60819
2.57,1.793,0.337,1598.0,539.3,0.787,1.22315
7.0,1.191,0.304,352.9,342.9,0.984,1.59154
8.4,1.926,0.7,734.8,479.1,0.868,1.49082
6.82,1.292,0.284,1541.8,413.1,0.934,1.55828
1.35,1.444,0.469,619.1,350.3,0.98,1.15203
7.86,1.289,0.339,1467.5,365.0,0.971,1.5837
3.8,1.97,0.483,922.0,423.9,0.924,1.44648
5.22,1.878,0.866,1208.2,430.2,0.919,1.14944
6.65,1.049,0.443,1693.5,361.8,0.973,1.21541
4.37,1.297,0.392,1396.8,429.0,0.92,1.45247
8.55,1.62,0.568,1288.9,443.3,0.906,1.49272
7.77,1.612,0.409,1085.5,452.5,0.897,1.59747
2.05,1.476,0.448,589.8,442.3,0.907,1.28884
8.05,1.5,0.588,915.6,452.4,0.897,1.39399
3.91,1.135,0.422,1243.1,344.1,0.984,1.32195
1.82,1.382,0.437,715.5,415.0,0.932,1.24469
7.53,1.953,0.665,407.3,333.5,0.989,1.5566
2.2,1.275,0.402,1060.7,459.5,0.889,1.28386
2.52,1.824,0.656,1675.6,541.7,0.783,1.26305
8.38,1.891,0.675,891.7,565.4,0.741,1.46126
7.58,1.592,0.668,436.6,310.4,1.0,1.37133
8.48,1.821,0.442,631.1,552.4,0.765,1.61995
3.9,1.228,0.286,946.7,351.7,0.979,1.43383
4.45,1.152,0.385,677.8,476.7,0.87,1.41178
6.84,1.163,0.324,359.6,340.9,0.985,1.57688
1.12,1.41,0.421,1759.3,507.5,0.833,1.04724
3.79,1.526,0.434,1617.9,426.2,0.922,1.44067
7.34,1.933,0.449,759.2,495.0,0.849,1.59728
6.75,1.135,0.25,506.5,366.3,0.97,1.57111
3.91,1.272,0.462,963.2,371.5,0.966,1.36127
3.52,1.039,0.213,1466.5,591.9,0.682,1.38101
5.64,1.291,0.262,456.7,411.2,0.936,1.51377
6.27,1.505,0.344,1318.5,584.2,0.701,1.55051
8.53,1.909,0.284,1385.7,434.7,0.914,1.47567
5.87,1.231,0.344,1716.5,456.4,0.893,1.51099
6.21,1.077,0.374,1299.3,599.8,0.66,1.33636
3.76,1.992,0.858,402.3,396.6,0.948,1.26193
1.21,1.267,0.509,452.2,367.7,0.969,1.04085
1.23,1.402,0.505,835.6,333.1,0.99,1.10227
8.42,1.416,0.537,1567.9,495.4,0.848,1.38892
2.52,1.449,0.307,376.1,316.1,0.997,1.25147
8.28,1.032,0.282,824.4,341.4,0.985,1.58428
6.42,1.93,0.462,1160.2,574.1,0.724,1.56634
6.62,1.728,0.346,1328.4,324.3,0.994,1.52198
7.93,1.88,0.434,1311.5,581.0,0.709,1.59964
1.35,1.027,0.395,934.2,534.4,0.794,1.01138
2.96,1.048,0.414,443.8,344.4,0.984,1.23616
6.01,1.327,0.221,678.9,363.5,0.972,1.43895
2.17,1.339,0.296,1489.3,367.8,0.969,1.2024
3.08,1.874,0.66,1118.4,311.5,0.999,1.37593
8.98,1.616,0.292,506.8,357.9,0.975,1.57729
1.88,1.501,0.66,1603.3,528.5,0.803,0.96442
7.08,1.893,0.213,418.3,383.8,0.957,1.21262
3.44,1.873,0.865,1267.4,596.5,0.67,0.98374
4.04,1.95,0.332,620.9,365.1,0.971,1.29133
3.07,1.011,0.212,800.8,555.9,0.759,1.34706
5.3,1.502,0.288,1176.8,488.0,0.857,1.47649
6.95,1.622,0.279,1235.6,436.3,0.913,1.49783
8.72,1.075,0.402,1117.6,327.4,0.992,1.41575
5.7,1.047,0.396,1674.6,541.6,0.783,1.27309
5.4,1.595,0.238,1441.3,415.3,0.932,1.3318
4.48,1.493,0.318,1348.2,448.7,0.901,1.45241
7.82,1.347,0.299,685.1,515.6,0.822,1.60273
1.64,1.072,0.376,1494.5,583.6,0.703,1.09597
5.81,1.868,0.863,342.9,310.8,1.0,1.22829
5.14,1.848,0.729,417.8,341.4,0.985,1.4052
7.86,1.873,0.219,1663.9,562.4,0.747,1.37287
5.07,1.413,0.233,1685.7,352.6,0.979,1.3588
5.2,1.763,0.671,1425.1,517.8,0.819,1.35267
5.95,1.114,0.459,1311.0,436.2,0.913,1.24019
8.03,1.07,0.304,1581.4,555.7,0.759,1.51323
8.84,1.455,0.386,375.3,350.0,0.98,1.62911
3.24,1.099,0.254,1267.1,449.1,0.9,1.37131
6.5,1.299,0.206,1542.0,575.5,0.721,1.49014
8.9,1.486,0.238,708.3,327.8,0.992,1.52459
6.98,1.098,0.413,1669.5,423.5,0.925,1.35572
6.06,1.468,0.327,1312.7,416.3,0.931,1.53895
4.33,1.247,0.418,814.8,345.9,0.983,1.4341
7.21,1.2,0.293,856.4,413.7,0.933,1.58222
1.04,1.322,0.465,921.6,551.7,0.766,1.01246
2.86,1.998,0.865,1105.7,536.1,0.792,1.12612
3.13,1.826,0.325,1536.3,566.9,0.738,1.28758
1.77,1.016,0.274,1381.7,575.7,0.72,1.18924
1.58,1.247,0.433,601.9,449.5,0.9,1.17532
5.14,1.98,0.58,521.5,422.4,0.926,1.53453
2.39,1.015,0.401,501.0,474.8,0.873,1.15487
6.24,1.759,0.805,1036.0,485.8,0.86,1.17116
8.22,1.878,0.219,532.8,442.5,0.907,1.32048
5.82,1.684,0.666,1365.8,338.0,0.987,1.373
2.07,1.118,0.292,570.4,483.2,0.863,1.26667
1.36,1.632,0.452,1278.4,529.9,0.801,1.12422
3.07,1.011,0.403,450.8,421.3,0.927,1.20903
5.66,1.991,0.294,1069.4,437.1,0.912,1.33796
3.32,1.017,0.33,953.8,538.9,0.787,1.33343
1.63,1.786,0.795,1017.9,316.9,0.997,1.0267
3.59,1.648,0.739,1435.9,530.0,0.801,1.06787
7.34,1.595,0.264,1448.8,571.0,0.73,1.53598
8.82,1.782,0.225,965.5,402.0,0.943,1.38612
6.26,1.837,0.799,1084.0,571.5,0.729,1.21088
4.78,1.578,0.333,1687.1,445.2,0.904,1.46403
6.2,1.927,0.246,1181.0,483.4,0.863,1.29425
7.22,1.254,0.335,655.9,336.5,0.988,1.58565
5.93,1.208,0.499,845.1,319.8,0.996,1.29278
6.96,1.411,0.357,913.2,507.8,0.832,1.57414
2.09,1.043,0.444,689.0,416.4,0.931,1.03711
5.08,1.051,0.256,520.2,344.9,0.983,1.51763
7.39,1.805,0.729,344.8,325.9,0.993,1.43035
5.87,1.223,0.228,613.1,486.0,0.86,1.50398
5.19,1.889,0.219,1643.6,404.7,0.941,1.10965
6.69,1.391,0.327,1598.8,422.7,0.925,1.56079
8.18,1.059,0.266,496.9,371.5,0.966,1.60696
2.2,1.261,0.516,1390.0,459.2,0.89,1.10622
1.22,1.388,0.432,848.4,344.9,0.983,1.1042
2.13,1.438,0.277,1466.9,407.6,0.939,1.12168
7.2,1.66,0.514,922.3,429.3,0.919,1.55204
2.67,1.466,0.493,1721.1,386.2,0.956,1.32192
1.65,1.684,0.759,951.4,547.0,0.774,0.92575
7.74,1.34,0.258,708.9,522.7,0.812,1.58615
5.32,1.178,0.478,673.1,452.9,0.896,1.2767
5.28,1.134,0.417,1537.4,446.4,0.903,1.3458
6.63,1.741,0.202,638.6,460.4,0.888,1.24959
8.74,1.589,0.435,660.0,430.9,0.918,1.61317
3.27,1.068,0.274,663.3,468.2,0.88,1.40373
4.77,1.738,0.659,1031.2,403.6,0.942,1.38843
3.65,1.372,0.421,644.1,465.5,0.883,1.43147
2.51,1.796,0.393,612.2,457.8,0.891,1.27928
7.65,1.099,0.478,1044.6,456.2,0.893,1.20591
7.32,1.397,0.411,1684.6,439.5,0.91,1.54189
1.1,1.885,0.506,1258.4,388.1,0.954,1.01756
5.87,1.099,0.272,818.8,548.4,0.772,1.53075
7.57,1.802,0.477,646.5,430.8,0.918,1.60295
5.19,1.078,0.276,1140.2,406.2,0.94,1.50682
3.49,1.317,0.409,745.9,443.3,0.906,1.41483
7.43,1.334,0.482,1419.5,410.0,0.937,1.43778
1.26,1.204,0.299,342.1,335.3,0.988,1.04952
7.27,1.262,0.532,655.0,569.2,0.734,1.23618
7.27,1.503,0.558,838.4,482.2,0.864,1.42583
2.56,1.487,0.308,739.2,346.4,0.982,1.24072
8.97,1.973,0.639,341.6,332.3,0.99,1.60017
1.11,1.807,0.314,949.4,546.1,0.776,0.81098
2.32,1.994,0.487,1279.1,434.4,0.915,1.2815
8.63,1.666,0.614,1633.6,341.6,0.985,1.47112
7.54,1.907,0.281,840.0,364.7,0.971,1.41679
3.91,1.623,0.483,835.7,312.4,0.999,1.46689
7.26,1.896,0.589,592.3,409.8,0.937,1.57265
5.35,1.445,0.475,1126.5,569.4,0.733,1.42483
5.9,1.394,0.427,1761.9,416.1,0.931,1.49958
7.53,1.854,0.38,581.5,545.6,0.776,1.59726
4.53,1.378,0.209,939.2,459.1,0.89,1.29921
2.88,1.299,0.296,1597.2,447.9,0.901,1.32832
3.46,1.059,0.452,483.9,353.7,0.978,1.1519
1.37,1.076,0.389,1367.5,574.3,0.723,1.03702
5.43,1.745,0.771,567.5,353.6,0.978,1.25715
4.16,1.494,0.362,1135.6,371.0,0.967,1.46048
5.39,1.431,0.235,1530.3,325.0,0.994,1.37417
6.99,1.395,0.338,1368.8,535.9,0.792,1.56726
7.33,1.182,0.208,1457.8,394.8,0.949,1.52121
1.56,1.655,0.263,628.5,321.6,0.995,0.82779
1.14,1.046,0.411,1104.2,464.9,0.884,0.97089
3.25,1.37,0.224,1316.8,494.1,0.85,1.22347
5.43,1.785,0.488,1240.2,453.7,0.895,1.53124
3.98,1.34,0.25,947.8,516.2,0.821,1.38493
1.83,1.652,0.507,1184.5,476.5,0.871,1.24178
5.03,1.805,0.225,1576.9,384.5,0.957,1.1523
4.26,1.715,0.714,373.5,340.0,0.986,1.31589
8.78,1.881,0.444,830.3,535.7,0.792,1.62548
5.86,1.835,0.723,1166.3,405.6,0.94,1.38214
6.03,1.214,0.32,1082.3,574.1,0.724,1.51702
4.63,1.641,0.51,1315.4,570.4,0.731,1.43971
6.18,1.683,0.285,1574.2,597.1,0.668,1.50906
7.4,1.207,0.312,443.1,371.6,0.966,1.59749
6.98,1.831,0.758,1265.5,340.6,0.986,1.35986
4.74,1.465,0.653,525.1,387.7,0.955,1.18664
2.53,1.16,0.314,709.1,453.7,0.895,1.33461
3.11,1.729,0.276,612.4,376.2,0.963,1.14899
4.07,1.332,0.38,724.2,342.2,0.985,1.47239
7.64,1.235,0.284,1430.3,361.4,0.973,1.58397
6.57,1.348,0.324,1064.2,401.7,0.943,1.56619
8.14,1.968,0.868,555.2,341.6,0.985,1.339
1.55,1.506,0.394,666.0,526.6,0.806,1.17025
6.59,1.634,0.341,1038.1,419.1,0.929,1.54843
3.19,1.155,0.298,1630.3,351.9,0.979,1.38189
3.22,1.225,0.503,1783.7,341.7,0.985,1.18158
6.72,1.162,0.362,820.8,453.6,0.896,1.50927
7.28,1.377,0.402,1198.0,337.8,0.987,1.56172
5.75,1.923,0.525,1586.0,578.7,0.714,1.52239
4.29,1.774,0.617,842.8,413.9,0.933,1.43682
4.62,1.523,0.203,1028.2,572.0,0.728,1.28057
2.42,1.171,0.507,723.1,522.3,0.812,1.02213
4.97,1.131,0.345,1114.5,320.5,0.996,1.47841
4.46,1.423,0.397,1314.8,543.7,0.78,1.46608
3.6,1.538,0.359,839.7,373.0,0.965,1.41515
1.36,1.824,0.383,1616.4,488.3,0.857,0.99385
2.26,1.473,0.609,436.7,389.5,0.953,1.17998
5.0,1.501,0.415,1342.2,504.2,0.837,1.49924
8.37,1.179,0.234,1068.4,600.0,0.659,1.59802
3.42,1.276,0.461,1299.1,379.6,0.961,1.33182
1.4,1.153,0.282,575.8,476.0,0.871,1.09417
7.0,1.917,0.82,1516.3,358.0,0.975,1.31741
7.31,1.83,0.399,876.4,462.4,0.886,1.58613
5.68,1.175,0.2,1444.6,343.0,0.984,1.42387
8.63,1.674,0.566,424.8,418.5,0.929,1.55187
6.71,1.444,0.571,1379.3,597.6,0.666,1.26728
3.52,1.057,0.232,593.4,537.9,0.789,1.40561
7.11,1.034,0.246,1660.7,300.7,1.003,1.56187
3.55,1.661,0.451,760.0,515.8,0.821,1.44336
2.3,1.132,0.313,567.7,456.7,0.892,1.31072
5.72,1.544,0.31,1165.9,375.4,0.964,1.49524
1.46,1.806,0.696,1130.9,445.8,0.904,1.12363
2.91,1.707,0.759,1093.0,354.5,0.978,1.1229
6.46,1.147,0.304,1417.0,484.3,0.862,1.53464
6.81,1.833,0.435,1104.0,390.9,0.952,1.57444
2.31,1.274,0.204,1492.6,378.1,0.962,1.02374
7.59,1.965,0.557,1200.5,429.8,0.919,1.58617
8.59,1.679,0.536,378.3,322.1,0.995,1.59017
5.04,1.301,0.234,1347.2,501.9,0.84,1.43938
8.85,1.066,0.389,1272.7,352.0,0.979,1.42871
7.99,1.182,0.36,524.3,520.4,0.815,1.53617
6.37,1.952,0.863,1151.2,503.9,0.837,1.23281
3.01,1.29,0.379,583.3,545.1,0.777,1.38043
4.58,1.185,0.239,597.4,450.7,0.899,1.45337
8.51,1.613,0.644,517.1,422.6,0.926,1.41738
6.68,1.708,0.708,519.6,328.5,0.992,1.37271
5.99,1.014,0.393,1710.4,410.0,0.937,1.29416
7.77,1.199,0.251,813.0,311.7,0.999,1.58411
1.79,1.997,0.602,1284.6,447.7,0.902,1.24278
4.07,1.609,0.412,993.7,598.8,0.663,1.46172
4.56,1.132,0.447,904.4,345.3,0.983,1.29552
5.48,1.047,0.223,603.9,589.2,0.689,1.52135
2.2,1.521,0.511,1635.0,594.7,0.675,1.2239
4.44,1.556,0.385,1543.7,424.5,0.924,1.47728
2.23,1.296,0.303,1037.6,318.8,0.996,1.24113
7.64,1.185,0.396,1499.2,438.9,0.91,1.4718
6.82,1.307,0.362,1329.4,348.5,0.981,1.55756
4.85,1.166,0.45,1309.7,589.5,0.688,1.22643
5.11,1.809,0.809,1401.9,534.9,0.794,1.14662
6.72,1.38,0.221,702.5,589.9,0.687,1.52135
1.16,1.905,0.676,1617.2,435.1,0.914,1.08089
5.21,1.13,0.301,1765.7,398.1,0.946,1.49679
4.32,1.226,0.201,1760.5,579.8,0.711,1.37156
3.43,1.698,0.416,1557.1,379.9,0.96,1.40408
8.82,1.3,0.496,1013.3,333.1,0.99,1.42941
2.18,1.193,0.297,1777.1,497.8,0.845,1.25432
2.97,1.704,0.323,1326.7,393.1,0.95,1.2454
7.64,1.297,0.316,1681.0,591.4,0.683,1.55678
4.94,1.306,0.213,932.5,446.4,0.903,1.37462
7.29,1.895,0.467,1355.8,313.9,0.998,1.58283
1.58,1.426,0.262,560.8,326.0,0.993,0.95154
5.79,1.24,0.355,1541.7,572.4,0.727,1.47681
6.5,1.218,0.409,1285.6,319.5,0.996,1.47685
7.78,1.709,0.748,806.0,412.8,0.934,1.2966
3.64,1.234,0.234,879.6,448.9,0.9,1.34589
3.25,1.604,0.641,1091.6,469.2,0.879,1.24926
5.05,1.613,0.588,636.0,503.3,0.838,1.40509
3.31,1.355,0.387,1504.4,470.1,0.878,1.39942
2.65,1.169,0.478,532.0,474.4,0.873,1.15641
6.88,1.973,0.732,361.8,340.8,0.986,1.5003
1.89,1.96,0.485,1747.0,339.8,0.986,1.19257
6.72,1.293,0.426,1734.9,417.8,0.93,1.47547
6.99,1.259,0.206,983.6,557.1,0.757,1.52177
7.47,1.868,0.82,778.8,597.7,0.666,1.22291
3.8,1.401,0.574,1584.6,389.3,0.953,1.23207
7.5,1.284,0.353,361.6,322.6,0.995,1.59798
1.3,1.713,0.608,1074.6,445.9,0.903,1.12009
6.61,1.656,0.408,383.4,323.8,0.994,1.58467
8.2,1.556,0.525,400.7,331.4,0.99,1.55265
2.56,1.295,0.439,530.5,514.5,0.823,1.30698
6.45,1.721,0.297,1768.3,413.1,0.934,1.46516
8.16,1.778,0.518,344.0,343.3,0.984,1.61261
1.22,1.469,0.208,348.9,305.7,1.001,0.63697
8.95,1.853,0.594,391.6,369.7,0.968,1.59541
6.04,1.074,0.33,1741.2,587.7,0.693,1.41802
8.93,1.134,0.422,1783.6,561.8,0.748,1.34421
2.93,1.419,0.568,382.9,326.6,0.993,1.27411
7.58,1.315,0.575,777.8,364.2,0.971,1.26138
8.47,1.381,0.476,1445.6,505.2,0.836,1.46284
4.1,1.345,0.4,1714.1,497.6,0.845,1.42969
7.81,1.061,0.313,685.8,522.5,0.812,1.5298
5.78,1.508,0.241,1573.5,411.4,0.935,1.39862
4.13,1.844,0.807,1046.4,431.8,0.917,1.20129
3.99,1.904,0.241,710.4,540.0,0.786,1.14653
5.17,1.873,0.458,1153.2,465.4,0.883,1.52264
2.94,1.416,0.454,924.7,464.2,0.884,1.36454
1.36,1.383,0.283,1564.0,514.3,0.823,0.98881
2.44,1.042,0.383,1061.5,307.7,1.001,1.24016
6.91,1.082,0.218,1314.3,428.4,0.92,1.54837
6.96,1.548,0.353,1052.9,363.6,0.972,1.57301
5.45,1.104,0.452,1445.9,456.6,0.892,1.22445
3.63,1.927,0.369,573.0,554.1,0.762,1.38091
5.78,1.047,0.235,812.9,552.3,0.765,1.53115
4.43,1.155,0.298,432.7,342.3,0.985,1.49483
3.28,1.568,0.478,318.6,310.5,1.0,1.43801
6.8,1.916,0.864,363.5,304.7,1.002,1.29432
8.7,1.971,0.767,601.5,441.5,0.908,1.4587
6.72,1.56,0.227,680.5,487.3,0.858,1.42851
3.41,1.148,0.5,1449.7,515.1,0.822,1.04355
3.46,1.606,0.719,1164.1,352.0,0.979,1.12534
7.99,1.714,0.341,1745.5,302.6,1.002,1.55862
3.27,1.277,0.476,1136.7,463.4,0.885,1.28452
4.45,1.81,0.692,1186.3,593.3,0.678,1.28819
2.34,1.337,0.201,1066.8,444.9,0.904,1.00233
7.87,1.218,0.333,368.1,355.8,0.977,1.60206
3.42,1.161,0.366,1722.9,563.1,0.745,1.33786
3.97,1.434,0.508,1668.3,413.1,0.934,1.36987
7.15,1.565,0.41,1695.6,521.9,0.813,1.56289
8.0,1.801,0.773,1362.7,334.6,0.989,1.3289
6.79,1.478,0.61,1618.4,317.4,0.997,1.32169
3.46,1.636,0.41,963.8,462.6,0.886,1.42528
3.12,1.0,0.263,600.3,557.3,0.756,1.38328
6.46,1.04,0.261,1626.1,424.3,0.924,1.53901
1.98,1.087,0.375,997.5,578.3,0.715,1.17269
7.85,1.666,0.744,726.4,444.8,0.904,1.26347
4.12,1.028,0.284,817.3,348.2,0.981,1.4613
1.37,1.394,0.345,1714.7,395.2,0.949,1.0669
6.61,1.544,0.342,1236.3,511.3,0.828,1.56348
2.45,1.286,0.236,330.5,313.7,0.998,1.15299
4.94,1.838,0.782,1643.1,482.5,0.864,1.23437
6.69,1.585,0.671,389.9,373.5,0.965,1.33777
3.71,1.296,0.428,1546.8,309.6,1.0,1.39929
1.89,1.914,0.785,1379.3,426.1,0.922,1.14206
2.15,1.932,0.443,1358.5,504.7,0.836,1.24025
1.16,1.394,0.28,1726.7,384.9,0.957,0.87113
6.51,1.902,0.452,1441.0,578.5,0.714,1.56427
8.44,1.558,0.639,897.6,503.4,0.838,1.34156
1.53,1.014,0.423,1551.0,412.2,0.935,0.96922
6.24,1.925,0.585,1792.8,348.7,0.981,1.53843
4.58,1.83,0.449,1078.8,431.2,0.918,1.49324
1.9,1.937,0.67,480.3,445.8,0.904,1.26909
4.95,1.528,0.5,642.3,374.7,0.964,1.48722
6.39,1.342,0.445,337.2,309.8,1.0,1.52499
4.15,1.685,0.461,1246.9,377.5,0.962,1.47489
6.46,1.24,0.395,1106.7,396.3,0.948,1.50175
3.15,1.53,0.313,1200.0,447.3,0.902,1.32363
7.24,1.573,0.672,1000.1,303.8,1.002,1.31712
6.76,1.442,0.55,1451.2,550.9,0.767,1.33796
2.95,1.998,0.769,557.4,472.7,0.875,1.31381
5.7,1.458,0.625,1473.8,585.8,0.697,1.15576
7.47,1.951,0.731,1169.0,366.6,0.97,1.46869
2.39,1.665,0.341,312.6,312.0,0.999,1.20633
3.04,1.847,0.55,1040.3,419.6,0.928,1.4032
4.36,1.903,0.547,1719.9,333.2,0.99,1.48147
4.2,1.386,0.333,1616.9,432.1,0.917,1.45552
6.87,1.338,0.4,728.2,413.3,0.934,1.5506
4.01,1.395,0.247,1629.4,534.7,0.794,1.36266
4.8,1.877,0.621,1519.9,566.2,0.74,1.42615
3.6,1.222,0.236,688.4,595.6,0.672,1.39468
1.33,1.371,0.345,1717.3,394.0,0.95,1.06051
5.13,1.209,0.478,1684.8,421.4,0.927,1.28121
3.62,1.232,0.231,1478.7,365.0,0.971,1.31632
1.64,1.962,0.741,1282.9,393.3,0.95,1.18002
3.6,1.514,0.506,1242.6,337.3,0.987,1.40808
3.35,1.821,0.489,1202.5,441.2,0.908,1.42195
3.64,1.727,0.659,549.3,415.3,0.932,1.355
3.61,1.563,0.326,628.7,308.6,1.0,1.36984
8.02,1.236,0.25,1542.7,559.0,0.753,1.58622
7.03,1.258,0.412,756.0,491.9,0.852,1.48921
8.01,1.615,0.392,1110.0,504.6,0.836,1.60182
4.49,1.488,0.248,1277.0,340.6,0.986,1.3214
2.26,1.73,0.611,317.2,311.0,0.999,1.32331
3.99,1.181,0.309,1756.0,334.9,0.989,1.44276
3.19,1.701,0.725,775.1,541.4,0.783,1.15273
5.46,1.392,0.506,1134.8,310.3,1.0,1.42422
3.24,1.797,0.611,511.7,477.3,0.87,1.39526
4.5,1.592,0.24,1581.8,512.4,0.826,1.30525
5.66,1.234,0.471,435.0,378.1,0.962,1.39095
5.83,1.576,0.273,999.4,418.0,0.93,1.44848
7.92,1.092,0.291,1666.7,373.8,0.965,1.5676
3.77,1.114,0.453,766.5,353.8,0.978,1.23277
7.96,1.947,0.84,618.0,325.0,0.994,1.36131
7.61,1.787,0.547,1172.7,474.8,0.873,1.55533
