Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff
5.22,1.108,0.3,1610.7,332.1,0.99,1.49975
1.12,1.229,0.272,584.2,476.5,0.871,0.94823
4.3,1.929,0.823,1021.4,355.7,0.977,1.27078
4.19,1.104,0.276,1434.6,314.1,0.998,1.45522
2.81,1.361,0.525,1272.8,461.4,0.887,1.23153
5.73,1.699,0.486,774.4,334.8,0.989,1.54887
7.98,1.854,0.486,524.2,345.5,0.983,1.61563
7.44,1.253,0.481,1371.5,356.4,0.976,1.38627
8.45,1.352,0.561,1379.9,384.8,0.957,1.32472
6.12,1.234,0.269,1753.0,425.6,0.923,1.52979
3.4,1.246,0.43,1075.5,528.5,0.803,1.32706
3.0,1.179,0.484,792.1,417.9,0.93,1.18024
8.22,1.244,0.463,389.7,360.0,0.974,1.46102
5.56,1.039,0.41,1535.3,343.2,0.984,1.28569
4.39,1.135,0.473,306.2,303.8,1.002,1.25851
5.1,1.593,0.429,406.9,325.5,0.993,1.53689
6.71,1.404,0.561,1520.2,586.8,0.695,1.25817
4.74,1.6,0.42,1401.2,397.1,0.947,1.49952
2.03,1.868,0.39,781.2,353.9,0.978,1.14459
1.35,1.122,0.208,1743.3,478.8,0.868,0.90974
4.0,1.533,0.227,1765.7,511.6,0.827,1.24589
1.06,1.885,0.562,701.9,491.8,0.853,1.05574
1.42,1.46,0.251,1093.2,457.4,0.892,0.87676
5.04,1.773,0.468,816.5,346.1,0.983,1.52599
6.39,1.021,0.291,1704.5,369.4,0.968,1.51372
2.97,1.291,0.526,707.1,476.6,0.871,1.18913
5.12,1.464,0.294,751.8,426.0,0.922,1.4785
5.38,1.646,0.623,394.5,375.2,0.964,1.43052
5.2,1.631,0.291,1261.8,547.9,0.773,1.45885
8.76,1.005,0.328,703.2,318.6,0.996,1.52169
1.38,1.199,0.368,1605.5,544.6,0.778,1.11234
5.75,1.278,0.468,1724.0,368.3,0.969,1.3913
4.59,1.283,0.495,1668.4,377.7,0.962,1.31296
4.3,1.263,0.486,1142.8,541.5,0.783,1.26455
6.23,1.717,0.304,1397.2,504.1,0.837,1.49325
7.74,1.926,0.462,1240.9,483.3,0.863,1.59964
7.6,1.064,0.244,1119.7,520.9,0.814,1.57699
1.9,1.132,0.276,1319.9,304.6,1.002,1.19119
5.43,1.214,0.309,1742.5,386.0,0.956,1.51293
3.07,1.194,0.215,990.4,467.2,0.881,1.25517
4.11,1.188,0.413,1506.5,390.2,0.953,1.37375
3.75,1.025,0.35,1255.5,503.5,0.838,1.32764
2.51,1.178,0.265,475.2,384.7,0.957,1.28589
1.95,1.909,0.677,1460.9,487.7,0.858,1.23357
1.79,1.274,0.449,1137.4,567.6,0.737,1.15643
8.97,1.673,0.45,1219.6,482.6,0.864,1.60533
5.21,1.984,0.578,1790.6,403.0,0.942,1.51483
4.67,1.422,0.266,1480.9,378.7,0.961,1.4047
1.09,1.891,0.38,332.5,314.4,0.998,0.84355
3.11,1.14,0.323,1074.7,576.3,0.719,1.36323
6.07,1.451,0.31,832.1,523.2,0.811,1.54708
6.96,1.005,0.351,1254.0,564.2,0.743,1.36488
4.83,1.538,0.227,332.3,309.1,1.0,1.27037
7.48,1.135,0.346,1275.7,324.0,0.994,1.53474
3.66,1.1,0.439,651.2,313.6,0.998,1.2601
1.5,1.321,0.356,732.4,473.9,0.874,1.15585
2.99,1.367,0.508,1167.4,560.7,0.75,1.24086
1.88,1.894,0.759,1761.0,383.5,0.958,1.16287
6.63,1.743,0.759,999.3,577.5,0.716,1.20946
6.71,1.345,0.276,452.4,304.4,1.002,1.55253
1.04,1.98,0.79,980.1,570.9,0.73,0.97613
2.04,1.484,0.468,1408.0,541.5,0.783,1.25259
5.41,1.004,0.228,1179.6,543.1,0.781,1.5068
3.57,1.597,0.413,626.0,497.3,0.846,1.44476
1.49,1.54,0.382,1278.7,593.2,0.679,1.142
2.74,1.37,0.275,1619.5,330.1,0.991,1.23903
3.7,1.109,0.353,1235.4,469.4,0.879,1.38515
8.97,1.961,0.402,1052.5,555.7,0.759,1.62237
2.95,1.143,0.252,736.3,588.1,0.692,1.35884
1.73,1.699,0.276,1797.3,504.8,0.836,0.93544
4.22,1.579,0.705,902.8,524.8,0.809,1.11515
6.06,1.732,0.65,1685.1,471.8,0.876,1.39335
7.46,1.788,0.37,771.1,581.8,0.707,1.5966
7.11,1.634,0.202,821.5,403.8,0.942,1.30408
4.18,1.744,0.777,718.2,461.7,0.887,1.16867
4.3,1.138,0.486,1010.6,428.0,0.921,1.15706
5.94,1.098,0.351,1446.7,381.8,0.959,1.46981
3.26,1.323,0.339,1246.3,424.2,0.924,1.39929
1.76,1.292,0.483,565.1,474.9,0.873,1.16923
1.87,1.291,0.229,737.2,430.8,0.918,1.02327
1.94,1.451,0.341,864.9,407.0,0.939,1.19947
5.09,1.843,0.204,1795.6,562.6,0.746,1.1617
2.44,1.521,0.333,1035.5,343.4,0.984,1.24588
5.97,1.228,0.258,878.5,561.4,0.749,1.53971
6.89,1.899,0.408,812.3,588.1,0.692,1.5845
7.8,1.579,0.528,1094.6,301.9,1.003,1.53332
4.22,1.394,0.607,1443.0,584.4,0.701,1.07662
1.47,1.49,0.46,319.2,301.2,1.003,1.19085
4.86,1.322,0.248,1666.8,523.6,0.81,1.4451
1.41,1.547,0.483,1140.0,334.6,0.989,1.1564
5.85,1.114,0.452,374.6,311.3,0.999,1.3243
3.91,1.197,0.423,1102.7,511.7,0.827,1.33475
1.57,1.082,0.259,1560.1,458.9,0.89,1.11262
6.29,1.385,0.403,1682.9,459.1,0.89,1.52047
1.5,1.805,0.395,566.7,561.3,0.749,1.10105
5.28,1.966,0.637,887.9,344.1,0.984,1.51252
1.6,1.663,0.319,1349.2,496.8,0.846,1.01679
1.01,1.446,0.245,1166.0,535.0,0.793,0.74557
4.51,1.38,0.202,532.2,394.0,0.95,1.25883
5.21,1.264,0.411,695.0,445.1,0.904,1.46866
1.43,1.794,0.593,539.8,473.7,0.874,1.1783
3.35,1.748,0.57,461.3,426.7,0.922,1.42484
7.95,1.395,0.331,1797.3,328.1,0.992,1.58922
1.51,1.215,0.324,1165.0,396.3,0.948,1.14048
3.93,1.519,0.42,711.9,541.9,0.782,1.45944
3.49,1.267,0.519,1585.2,435.9,0.913,1.18834
3.58,1.26,0.483,1150.3,468.5,0.88,1.27037
6.33,1.749,0.235,374.8,344.0,0.984,1.30156
4.78,1.123,0.211,1529.2,480.8,0.866,1.43188
2.08,1.42,0.468,1410.0,566.0,0.74,1.23195
4.41,1.859,0.83,1172.7,362.1,0.973,1.19334
1.34,1.698,0.495,782.7,369.3,0.968,1.13399
8.75,1.765,0.779,1381.8,389.6,0.953,1.29474
6.02,1.781,0.372,571.2,392.9,0.951,1.52947
8.66,1.866,0.228,1069.9,333.4,0.989,1.33057
5.2,1.634,0.311,940.7,331.1,0.991,1.44154
3.3,1.372,0.363,382.0,346.1,0.983,1.42727
5.91,1.853,0.264,1039.2,464.6,0.884,1.34741
5.67,1.145,0.467,319.4,305.5,1.001,1.32393
7.89,1.9,0.838,605.6,470.3,0.878,1.29917
4.53,1.054,0.407,579.3,332.3,0.99,1.3248
7.58,1.311,0.444,1450.1,596.7,0.669,1.40547
6.49,1.691,0.374,1124.7,449.5,0.9,1.55772
6.93,1.301,0.238,1514.1,507.0,0.833,1.53414
5.69,1.697,0.449,1393.8,412.2,0.935,1.54014
4.62,1.263,0.226,1462.1,599.6,0.661,1.44061
5.81,1.588,0.498,1799.7,327.5,0.992,1.50707
5.22,1.296,0.299,736.4,309.6,1.0,1.51399
7.42,1.101,0.45,1552.8,594.0,0.676,1.20215
6.9,1.084,0.246,619.7,390.5,0.952,1.5758
4.12,1.057,0.269,1699.4,443.4,0.906,1.44293
5.25,1.371,0.239,926.3,555.7,0.759,1.46169
6.5,1.086,0.367,1184.4,487.4,0.858,1.42961
7.91,1.512,0.641,1052.8,493.9,0.85,1.28822
2.23,1.587,0.678,992.2,568.9,0.734,1.04668
5.82,1.342,0.434,1184.4,509.8,0.83,1.4617
6.11,1.89,0.518,534.7,484.7,0.861,1.56702
6.04,1.451,0.388,1306.5,383.6,0.958,1.54586
5.13,1.824,0.758,471.7,459.3,0.89,1.32006
1.23,1.574,0.414,1792.6,322.8,0.995,1.0439
7.58,1.03,0.36,1429.8,330.8,0.991,1.44163
7.64,1.68,0.676,839.1,355.9,0.977,1.40026
8.57,1.744,0.776,601.3,358.4,0.975,1.31261
3.55,1.439,0.519,693.6,440.0,0.909,1.36076
5.5,1.7,0.24,535.5,379.3,0.961,1.29457
1.73,1.743,0.778,1111.1,478.2,0.869,0.98635
6.68,1.584,0.229,511.3,411.4,0.935,1.39655
8.63,1.874,0.575,1161.4,511.3,0.828,1.56423
2.56,1.977,0.683,1204.4,557.3,0.756,1.30106
3.83,1.702,0.35,598.0,377.4,0.962,1.38888
7.57,1.269,0.447,1676.1,581.9,0.706,1.37828
1.54,1.11,0.231,1045.4,596.0,0.671,1.09072
4.89,1.833,0.439,708.2,472.6,0.875,1.51525
1.39,1.509,0.427,1552.7,446.4,0.903,1.12592
2.41,1.301,0.4,790.3,435.9,0.913,1.32446
1.44,1.549,0.415,1623.2,492.6,0.852,1.12893
3.98,1.722,0.702,556.7,554.3,0.762,1.25127
1.05,1.92,0.368,1352.3,401.5,0.944,0.79614
2.42,1.191,0.429,1175.3,309.8,1.0,1.26616
1.06,1.84,0.777,786.0,349.1,0.981,0.99464
3.08,1.198,0.316,325.7,320.0,0.996,1.40497
3.41,1.077,0.414,1222.8,393.4,0.95,1.25039
2.46,1.519,0.521,539.9,436.8,0.912,1.32171
2.39,1.132,0.295,1601.1,482.5,0.864,1.29227
6.27,1.68,0.379,722.3,353.8,0.978,1.5535
7.7,1.534,0.626,805.8,571.5,0.729,1.30425
1.29,1.349,0.381,1137.0,508.3,0.832,1.10195
8.13,1.884,0.758,419.3,323.5,0.994,1.44652
4.44,1.785,0.419,1213.8,580.2,0.71,1.48653
1.77,1.441,0.545,1602.6,401.8,0.943,1.15938
8.18,1.76,0.794,338.3,304.3,1.002,1.3116
5.9,1.749,0.376,796.1,470.2,0.878,1.53845
1.68,1.515,0.544,1782.8,559.0,0.753,1.13575
1.27,1.887,0.476,709.7,477.2,0.87,1.07128
8.4,1.254,0.416,914.0,470.8,0.877,1.50053
6.45,1.935,0.463,1127.8,377.9,0.962,1.56316
8.24,1.797,0.576,1388.7,576.3,0.719,1.50402
8.39,1.793,0.403,572.9,427.1,0.921,1.61865
3.38,1.219,0.294,1391.9,548.0,0.772,1.39736
7.34,1.398,0.373,708.1,440.1,0.909,1.58662
5.88,1.813,0.726,805.2,489.5,0.855,1.35254
8.54,1.74,0.65,860.9,468.6,0.88,1.45958
8.3,1.451,0.246,1718.6,317.8,0.997,1.52023
3.67,1.891,0.726,1360.1,370.2,0.967,1.34525
7.93,1.456,0.255,610.9,348.3,0.981,1.53827
1.4,1.22,0.32,1646.3,509.0,0.831,1.10458
6.59,1.287,0.572,361.9,316.0,0.998,1.24219
7.94,1.784,0.392,1619.7,551.4,0.767,1.59703
5.84,1.576,0.411,689.8,558.9,0.753,1.54561
6.58,1.362,0.207,1389.4,520.8,0.814,1.45398
7.02,1.311,0.382,1607.3,548.4,0.772,1.50925
5.78,1.51,0.326,360.9,306.8,1.001,1.52991
2.34,1.692,0.517,993.8,321.1,0.995,1.32959
8.84,1.471,0.655,1659.2,508.9,0.831,1.22147
7.44,1.336,0.346,1011.7,507.1,0.833,1.57649
6.78,1.214,0.2,1558.6,436.3,0.913,1.47861
1.01,1.265,0.473,340.4,307.1,1.001,1.03684
6.54,1.931,0.551,1046.7,453.5,0.896,1.56397
5.37,1.995,0.739,538.3,461.8,0.887,1.44212
4.53,1.145,0.249,916.0,369.4,0.968,1.45948
6.69,1.83,0.293,937.6,343.5,0.984,1.4252
7.55,1.225,0.426,396.1,330.7,0.991,1.50358
7.37,1.791,0.701,672.8,487.0,0.858,1.40745
3.11,1.812,0.656,986.1,383.7,0.958,1.358
3.93,1.456,0.523,1357.8,382.4,0.959,1.37333
8.23,1.155,0.371,1517.4,511.6,0.827,1.47937
5.34,1.783,0.285,1595.2,407.4,0.939,1.36145
6.14,1.879,0.62,1397.7,364.9,0.971,1.51333
1.92,1.905,0.588,808.2,524.3,0.809,1.26984
6.22,1.591,0.244,758.9,524.6,0.809,1.44479
1.85,1.872,0.419,1549.4,348.6,0.981,1.13708
4.73,1.362,0.47,1741.5,556.7,0.757,1.36009
2.54,1.291,0.536,835.4,539.7,0.786,1.10082
1.24,1.679,0.708,771.8,359.1,0.975,1.02622
6.9,1.736,0.249,1622.9,336.2,0.988,1.36606
6.15,1.415,0.411,1572.3,417.4,0.93,1.52722
3.22,1.928,0.615,1402.8,380.6,0.96,1.40657
6.38,1.788,0.594,1620.2,367.0,0.969,1.50615
4.39,1.313,0.585,662.5,443.3,0.906,1.13041
7.43,1.722,0.348,1007.5,521.4,0.814,1.58126
6.46,1.086,0.279,1330.0,437.2,0.912,1.54372
3.03,1.574,0.473,1623.0,503.6,0.838,1.37442
3.36,1.721,0.274,811.9,501.5,0.84,1.22286
8.7,1.429,0.424,1166.0,316.8,0.997,1.58346
2.31,1.757,0.576,435.3,401.7,0.943,1.33541
2.77,1.979,0.237,1612.1,311.6,0.999,0.83279
4.86,1.644,0.693,1639.1,400.1,0.945,1.25237
8.09,1.636,0.498,1546.7,546.4,0.775,1.53086
3.45,1.652,0.209,889.1,372.6,0.966,1.00637
1.43,1.031,0.292,1093.0,582.4,0.705,1.12343
5.69,1.886,0.816,1752.8,312.3,0.999,1.27371
7.23,1.731,0.302,738.2,353.1,0.978,1.50008
7.15,1.353,0.254,1371.4,438.9,0.91,1.54126
8.61,1.016,0.39,1124.5,382.3,0.959,1.36988
3.89,1.763,0.526,1099.6,308.3,1.0,1.46285
8.38,1.689,0.61,1006.3,309.0,1.0,1.50176
3.99,1.049,0.231,1121.9,536.3,0.791,1.43198
1.56,1.635,0.459,1557.4,592.3,0.681,1.17372
4.15,1.883,0.413,966.5,317.5,0.997,1.42626
6.63,1.994,0.691,1691.9,589.7,0.688,1.42552
5.18,1.149,0.435,1229.6,452.9,0.896,1.32483
2.73,1.804,0.519,1111.4,489.8,0.855,1.36947
8.73,1.861,0.243,506.4,373.5,0.965,1.39516
5.55,1.845,0.345,464.3,370.8,0.967,1.45963
2.05,1.71,0.683,1311.2,353.4,0.978,1.19023
2.93,1.711,0.505,1768.2,449.5,0.9,1.37603
2.33,1.487,0.297,443.9,417.1,0.93,1.19801
8.71,1.998,0.865,1334.2,313.8,0.998,1.34851
2.33,1.195,0.273,527.9,512.5,0.826,1.27964
2.71,1.95,0.715,352.1,327.7,0.992,1.35761
5.5,1.204,0.5,1464.5,425.3,0.923,1.23279
6.41,1.718,0.314,354.0,346.8,0.982,1.49355
1.06,1.058,0.369,1377.7,321.9,0.995,1.02371
8.26,1.163,0.359,743.0,445.4,0.904,1.54151
2.51,1.344,0.379,790.1,470.7,0.877,1.33933
1.41,1.935,0.488,1658.2,530.6,0.8,1.11216
1.23,1.873,0.622,677.2,376.5,0.963,1.12889
6.02,1.744,0.358,725.6,327.9,0.992,1.51432
6.35,1.998,0.282,873.2,531.7,0.798,1.3954
3.3,1.468,0.473,401.2,386.1,0.956,1.42035
6.08,1.983,0.448,768.9,302.9,1.002,1.53731
5.72,1.368,0.432,317.6,303.8,1.002,1.53202
6.94,1.554,0.702,1616.1,392.8,0.951,1.19696
1.49,1.537,0.66,811.0,403.8,0.942,1.02584
2.1,1.68,0.316,556.2,354.2,0.978,1.09501
2.98,1.869,0.241,432.3,410.9,0.936,0.96692
1.07,1.814,0.385,1753.6,446.5,0.903,0.88084
5.45,1.059,0.238,1356.8,319.5,0.996,1.50601
2.85,1.976,0.828,783.8,523.0,0.811,1.18833
5.6,1.573,0.406,1148.4,446.1,0.903,1.53765
6.65,1.264,0.229,1509.6,356.0,0.977,1.49857
3.08,1.458,0.593,1711.1,374.8,0.964,1.21338
4.8,1.114,0.395,1297.8,550.3,0.768,1.32953
5.27,1.145,0.382,800.7,349.7,0.98,1.45684
8.52,1.853,0.394,1577.3,516.3,0.821,1.60611
2.32,1.474,0.474,1044.5,406.9,0.939,1.31085
6.36,1.953,0.345,930.6,429.3,0.919,1.47719
3.34,1.584,0.279,1158.6,325.5,0.993,1.23826
1.2,1.885,0.863,1770.1,526.8,0.806,0.83929
8.81,1.282,0.43,401.9,379.5,0.961,1.54021
6.97,1.935,0.348,1316.0,393.1,0.95,1.49847
3.8,1.287,0.395,371.1,355.5,0.977,1.45697
1.49,1.554,0.21,1159.2,550.0,0.769,0.7618
4.21,1.328,0.497,807.3,430.3,0.918,1.34885
3.91,1.073,0.429,641.5,441.9,0.907,1.2362
8.02,1.795,0.682,1273.2,322.1,0.995,1.45849
8.57,1.257,0.233,1167.5,515.8,0.821,1.59207
5.52,1.604,0.23,1202.7,358.5,0.975,1.29927
7.97,1.131,0.272,998.7,438.3,0.911,1.59339
3.74,1.792,0.28,1131.1,374.6,0.964,1.20367
4.64,1.197,0.433,484.4,397.0,0.947,1.39798
5.05,1.602,0.551,597.0,562.7,0.746,1.4214
1.69,1.073,0.408,702.3,465.0,0.884,1.11828
7.81,1.3,0.277,1107.5,492.5,0.852,1.59135
8.56,1.105,0.462,1583.2,306.1,1.001,1.28644
1.98,1.567,0.649,1402.8,441.6,0.908,1.10952
8.38,1.199,0.311,1683.5,360.3,0.974,1.58722
6.39,1.774,0.614,1237.4,335.3,0.988,1.49636
8.21,1.941,0.225,1457.9,371.5,0.966,1.27701
7.08,1.339,0.252,379.5,350.7,0.98,1.54404
8.6,1.119,0.246,401.7,310.4,1.0,1.61971
6.66,1.96,0.439,520.1,392.6,0.951,1.56852
6.55,1.912,0.57,1144.9,498.6,0.844,1.54483
6.8,1.899,0.282,1282.5,535.7,0.792,1.44816
6.48,1.064,0.435,1413.9,436.0,0.913,1.24965
7.98,1.57,0.486,1353.8,489.7,0.855,1.53819
5.43,1.851,0.758,1188.1,469.8,0.878,1.31286
7.28,1.537,0.649,795.3,416.3,0.931,1.31668
6.11,1.032,0.21,1165.7,441.1,0.908,1.52278
1.5,1.472,0.263,739.4,311.3,0.999,0.90292
7.21,1.01,0.349,1485.1,562.9,0.746,1.37397
7.87,1.329,0.414,407.2,383.5,0.958,1.56602
7.88,1.341,0.29,660.2,498.6,0.844,1.60365
1.06,1.479,0.487,1748.7,314.1,0.998,1.04312
8.9,1.635,0.299,975.7,481.1,0.865,1.59253
3.08,1.885,0.845,1441.4,556.0,0.759,1.05021
2.32,1.778,0.768,1492.4,513.7,0.824,1.07396
3.29,1.075,0.263,339.3,337.4,0.987,1.40824
1.1,1.44,0.633,955.6,559.9,0.751,0.84557
8.51,1.268,0.504,842.7,482.9,0.863,1.35386
4.98,1.292,0.515,735.5,367.2,0.969,1.32095
1.9,1.103,0.381,1307.0,546.1,0.776,1.16947
7.67,1.796,0.511,500.4,447.2,0.902,1.59841
6.77,1.078,0.209,353.6,320.3,0.996,1.54464
1.04,1.208,0.316,309.7,306.5,1.001,0.99171
4.17,1.162,0.362,685.2,353.3,0.978,1.45247
3.39,1.961,0.782,368.7,330.4,0.991,1.34345
1.6,1.548,0.57,1669.8,553.5,0.763,1.11553
1.64,1.597,0.666,1780.6,428.7,0.92,1.05557
8.25,1.475,0.575,1673.8,524.4,0.809,1.35173
5.01,1.487,0.658,632.6,455.4,0.894,1.18705
4.24,1.03,0.208,583.4,564.7,0.742,1.44835
2.76,1.792,0.658,1746.0,456.3,0.893,1.29243
1.86,1.257,0.486,1348.5,476.3,0.871,1.12551
7.46,1.164,0.341,1369.0,583.3,0.703,1.49116
4.87,1.33,0.455,1566.9,349.0,0.981,1.42821
7.23,1.719,0.557,1473.5,489.5,0.855,1.51123
8.61,1.599,0.461,1169.4,591.4,0.683,1.54414
3.73,1.102,0.21,1023.7,434.6,0.914,1.35307
2.33,1.175,0.257,1253.8,306.1,1.001,1.22472
6.89,1.46,0.48,1276.4,445.2,0.904,1.49713
1.48,1.517,0.487,526.4,381.3,0.959,1.18806
6.65,1.876,0.329,1088.8,385.2,0.956,1.47749
3.39,1.883,0.272,968.0,521.6,0.813,1.1623
2.38,1.438,0.484,409.7,301.1,1.003,1.33408
4.84,1.114,0.396,367.6,362.2,0.973,1.42092
3.61,1.788,0.65,1726.7,468.3,0.88,1.34717
1.39,1.476,0.506,1219.7,467.7,0.881,1.133
8.81,1.206,0.38,411.9,389.8,0.953,1.56462
1.11,1.887,0.438,987.6,552.1,0.765,0.9901
1.52,1.818,0.739,387.8,352.9,0.978,1.1402
7.06,1.289,0.26,337.9,317.8,0.997,1.56353
2.35,1.142,0.291,1278.1,536.3,0.791,1.29116
7.12,1.03,0.279,589.8,576.5,0.718,1.53317
2.84,1.673,0.69,1074.9,485.5,0.86,1.18933
7.44,1.146,0.467,583.6,329.8,0.991,1.33916
8.12,1.432,0.516,794.7,439.1,0.91,1.46871
7.6,1.307,0.317,448.2,378.4,0.961,1.60596
1.65,1.115,0.369,870.8,525.1,0.808,1.16991
7.32,1.974,0.247,1445.9,310.9,1.0,1.27275
5.5,1.804,0.459,1331.4,534.8,0.794,1.53329
2.83,1.005,0.4,1258.5,553.1,0.764,1.10472
7.44,1.364,0.531,930.1,594.3,0.676,1.3067
2.78,1.394,0.558,1779.2,525.1,0.808,1.15632
5.54,1.912,0.883,765.4,412.7,0.934,1.18171
2.88,1.936,0.355,1617.1,595.8,0.672,1.28881
5.48,1.749,0.624,1135.4,406.2,0.94,1.44909
4.32,1.24,0.253,1306.5,586.3,0.696,1.44895
6.06,1.09,0.308,842.1,490.1,0.855,1.51778
2.11,1.892,0.854,1077.0,559.9,0.751,0.97787
3.11,1.103,0.216,1478.7,357.0,0.976,1.28215
8.09,1.054,0.415,509.3,382.8,0.958,1.37084
6.44,1.484,0.436,619.4,355.8,0.977,1.56052
1.67,1.307,0.572,645.7,387.5,0.955,1.00534
1.99,1.36,0.498,1694.4,492.1,0.852,1.17976
2.29,1.628,0.35,1028.9,304.3,1.002,1.20641
5.54,1.673,0.667,1251.0,548.7,0.771,1.29584
5.65,1.82,0.802,1292.3,574.8,0.722,1.16511
1.38,1.486,0.603,1417.9,326.5,0.993,1.06153
4.41,1.171,0.22,780.6,534.7,0.794,1.42992
7.88,1.964,0.598,1788.7,410.4,0.936,1.56467
6.34,1.544,0.518,1583.0,474.9,0.873,1.4671
3.38,1.323,0.556,1775.7,478.5,0.868,1.13352
5.77,1.774,0.326,1106.8,300.2,1.003,1.44714
5.38,1.833,0.269,1036.1,555.0,0.76,1.37871
4.16,1.863,0.375,785.2,545.7,0.776,1.43983
1.99,1.899,0.727,1754.0,352.3,0.979,1.21613
8.88,1.68,0.47,1372.6,459.0,0.89,1.59555
1.23,1.421,0.392,361.8,319.4,0.996,1.08732
3.9,1.854,0.389,1145.9,550.2,0.769,1.42758
2.46,1.789,0.288,1416.2,465.5,0.883,1.07335
1.03,1.197,0.493,1498.7,365.0,0.971,0.92988
7.41,1.926,0.459,556.7,526.2,0.807,1.60529
8.23,1.383,0.399,1177.2,363.5,0.972,1.57933
6.69,1.611,0.457,898.8,440.6,0.909,1.56427
1.79,1.82,0.313,1663.2,591.0,0.684,1.04955
6.74,1.516,0.427,1459.3,574.6,0.723,1.52271
1.33,1.221,0.296,958.0,473.2,0.874,1.06278
5.3,1.391,0.617,436.6,420.7,0.927,1.20151
7.62,1.756,0.271,1241.8,507.1,0.833,1.49319
4.15,1.389,0.405,1303.4,527.4,0.805,1.44256
1.84,1.415,0.557,1783.1,500.4,0.842,1.10452
5.87,1.028,0.264,1766.4,320.7,0.996,1.52042
6.67,1.378,0.254,1375.1,378.3,0.962,1.508
6.3,1.671,0.277,642.7,586.9,0.695,1.51339
5.49,1.198,0.28,567.1,362.2,0.973,1.53294
8.58,1.666,0.512,1133.9,580.1,0.711,1.52588
4.13,1.822,0.353,851.7,500.6,0.842,1.40676
5.24,1.252,0.405,931.0,326.6,0.993,1.47961
8.56,1.549,0.21,434.0,428.8,0.92,1.44739
8.41,1.498,0.42,1144.2,535.8,0.792,1.57116
5.64,1.555,0.516,694.3,517.3,0.819,1.47116
2.06,1.18,0.33,1697.8,438.6,0.911,1.25252
7.72,1.1,0.238,1786.2,493.9,0.85,1.57384
1.87,1.846,0.779,454.8,390.6,0.952,1.14566
1.46,1.133,0.419,1705.8,529.2,0.802,1.05813
4.11,1.095,0.248,300.4,300.2,1.003,1.45412
2.71,1.157,0.345,1721.0,584.6,0.7,1.29864
6.19,1.73,0.61,984.0,510.9,0.828,1.44846
4.26,1.47,0.362,1696.5,445.5,0.904,1.46333
1.11,1.0,0.426,418.9,415.6,0.932,0.90496
8.85,1.453,0.386,1041.3,460.7,0.888,1.60445
6.9,1.337,0.43,974.9,310.3,1.0,1.52453
1.24,1.351,0.421,998.9,560.3,0.751,1.09378
7.95,1.007,0.306,1461.0,407.1,0.939,1.51685
7.64,1.037,0.444,682.1,596.8,0.669,1.17062
1.39,1.531,0.397,1141.4,323.2,0.994,1.09712
8.06,1.53,0.288,856.7,401.7,0.943,1.56949
5.63,1.103,0.336,1662.8,460.8,0.888,1.46595
5.87,1.672,0.731,1055.8,350.7,0.98,1.25739
2.56,1.956,0.75,1245.0,517.7,0.819,1.24681
3.92,1.938,0.445,1191.5,353.1,0.978,1.42505
3.45,1.328,0.44,1264.3,388.7,0.954,1.38443
1.45,1.847,0.806,1608.8,434.4,0.915,0.99484
3.51,1.938,0.825,1513.8,394.5,0.949,1.22026
2.95,1.995,0.559,1197.2,342.6,0.985,1.39052
8.95,1.093,0.247,966.9,319.0,0.996,1.61511
1.53,1.697,0.288,682.1,358.7,0.975,0.87483
5.33,1.097,0.213,473.4,355.7,0.977,1.47802
1.2,1.668,0.615,567.6,522.8,0.812,1.08059
7.03,1.332,0.221,1126.3,324.4,0.994,1.47469
3.4,1.069,0.418,773.0,383.1,0.958,1.25065
2.17,1.392,0.389,714.3,431.2,0.918,1.29674
2.45,1.721,0.422,1626.7,434.2,0.915,1.29719
4.84,1.103,0.237,1207.6,436.6,0.913,1.47394
8.43,1.846,0.638,1701.0,306.7,1.001,1.52416
7.46,1.91,0.567,535.8,451.1,0.898,1.5863
7.19,1.293,0.21,1445.9,478.9,0.868,1.49905
8.15,1.401,0.491,479.9,426.5,0.922,1.50207
1.48,1.411,0.265,980.7,455.5,0.894,0.95888
3.55,1.259,0.33,556.3,311.7,0.999,1.43794
8.38,1.479,0.517,391.2,330.2,0.991,1.53147
7.25,1.729,0.299,804.4,498.8,0.844,1.53066
2.6,1.234,0.266,455.3,414.5,0.933,1.28349
3.87,1.413,0.303,1491.2,456.0,0.893,1.41017
2.69,1.674,0.326,1442.3,488.7,0.856,1.24417
2.22,1.071,0.424,373.3,350.5,0.98,1.18553
1.93,1.608,0.629,881.6,372.0,0.966,1.19399
1.32,1.707,0.498,731.2,587.0,0.694,1.13527
6.17,1.487,0.374,307.7,306.9,1.001,1.57369
7.98,1.19,0.233,673.2,493.5,0.851,1.59262
8.48,1.015,0.212,1589.6,311.9,0.999,1.58854
3.7,1.303,0.375,1312.9,440.0,0.909,1.42933
2.36,1.275,0.434,424.3,396.3,0.948,1.30987
2.01,1.455,0.474,896.6,531.7,0.798,1.25146
4.42,1.744,0.377,1060.1,513.7,0.824,1.4674
2.32,1.75,0.73,1305.4,363.0,0.972,1.17208
8.57,1.569,0.692,1734.2,385.0,0.957,1.26614
4.59,1.873,0.842,1108.8,414.7,0.933,1.18017
4.1,1.736,0.298,1367.2,340.9,0.985,1.29689
2.84,1.119,0.443,566.6,365.8,0.97,1.22587
1.23,1.524,0.519,1164.5,485.4,0.86,1.0946
