Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev
2.73,1.709,0.632,332.2,311.7,0.999,1.34616,0.00042
2.96,1.704,0.331,805.2,555.2,0.76,1.3117,0.00038
3.62,1.027,0.424,766.8,514.9,0.823,1.13946,0.00042
3.96,1.404,0.405,798.8,586.4,0.696,1.4327,0.00046
7.72,1.426,0.629,637.3,437.2,0.912,1.25885,0.00043
6.97,1.065,0.43,538.8,334.5,0.989,1.33086,0.00039
4.5,1.994,0.667,340.0,334.8,0.989,1.49524,0.0004
7.4,1.869,0.387,561.6,377.5,0.962,1.57087,0.0004
5.01,1.727,0.412,729.3,485.8,0.86,1.52017,0.00035
3.44,1.769,0.488,1686.3,488.3,0.857,1.42131,0.00045
5.8,1.626,0.516,1481.3,576.1,0.719,1.45627,0.0004
7.99,1.261,0.393,1117.3,483.2,0.863,1.52202,0.00044
1.68,1.372,0.602,312.1,310.1,1.0,1.04378,0.00046
3.77,1.786,0.571,1409.1,544.4,0.778,1.40792,0.00039
5.36,1.375,0.566,505.3,385.4,0.956,1.31264,0.00044
4.05,1.525,0.669,1642.9,389.7,0.953,1.1554,0.00043
2.1,1.988,0.252,1595.4,456.0,0.893,0.80176,0.00027
4.69,1.874,0.352,643.1,489.5,0.855,1.43345,0.00042
4.2,1.753,0.254,1409.5,407.1,0.939,1.20452,0.00036
4.56,1.74,0.277,557.7,496.5,0.847,1.34413,0.00036
5.84,1.245,0.531,628.6,560.7,0.75,1.18852,0.00037
5.09,1.8,0.485,343.1,305.5,1.001,1.5397,0.00039
2.91,1.453,0.266,1636.6,447.7,0.902,1.22904,0.00034
5.58,1.461,0.404,1368.1,427.4,0.921,1.52546,0.00038
7.26,1.348,0.534,1437.7,406.9,0.939,1.35051,0.00037
2.01,1.5,0.277,1714.1,376.3,0.963,1.05805,0.00036
1.09,1.671,0.443,1138.5,523.9,0.81,1.02592,0.00034
4.7,1.709,0.669,536.6,531.4,0.799,1.33209,0.00047
1.21,1.439,0.553,1756.4,422.4,0.926,1.03785,0.00042
7.86,1.873,0.219,1663.9,562.4,0.747,1.37287,0.00036
1.97,1.979,0.693,825.9,375.5,0.964,1.27463,0.00037
4.35,1.302,0.236,1062.4,530.0,0.801,1.40581,0.00042
8.02,1.661,0.204,525.5,411.3,0.935,1.34819,0.00035
8.51,1.212,0.288,366.0,359.8,0.974,1.62461,0.00039
1.61,1.695,0.56,1751.9,346.4,0.982,1.19581,0.00036
2.51,1.808,0.558,1621.6,534.2,0.795,1.32611,0.00042
3.77,1.474,0.365,336.7,329.8,0.991,1.4538,0.00037
4.13,1.488,0.296,806.7,376.1,0.963,1.39902,0.00034
2.25,1.969,0.823,402.5,328.4,0.992,1.21853,0.00046
6.09,1.244,0.339,1482.1,304.8,1.002,1.53778,0.00041
2.59,1.667,0.75,1748.3,429.5,0.919,1.03888,0.00043
4.71,1.967,0.264,445.0,423.5,0.925,1.19917,0.00042
1.94,1.85,0.554,1362.9,376.1,0.963,1.26532,0.00041
1.45,1.343,0.272,850.2,347.5,0.982,0.98122,0.00037
8.95,1.269,0.282,341.9,327.2,0.993,1.63083,0.00037
4.5,1.035,0.434,660.9,501.2,0.841,1.1633,0.00041
7.3,1.791,0.511,1732.5,532.5,0.797,1.55114,0.00036
5.07,1.384,0.47,686.0,599.1,0.662,1.38377,0.00042
8.54,1.63,0.46,757.8,433.7,0.915,1.60281,0.00038
6.54,1.987,0.587,1742.0,428.5,0.92,1.54838,0.00038
6.57,1.45,0.608,1408.5,465.3,0.883,1.26727,0.00043
4.74,1.783,0.776,1301.7,437.4,0.912,1.21517,0.00037
1.74,1.244,0.389,928.2,331.6,0.99,1.22312,0.00039
6.47,1.408,0.241,1780.9,385.0,0.957,1.46455,0.00035
3.83,1.957,0.788,1376.2,488.1,0.857,1.27972,0.00043
6.39,1.849,0.844,705.0,363.7,0.972,1.23233,0.00044
5.25,1.008,0.36,1387.2,372.2,0.966,1.37267,0.00039
2.72,1.9,0.384,1396.2,570.3,0.731,1.29719,0.0004
3.02,1.989,0.667,1301.7,581.7,0.707,1.3382,0.00044
6.09,1.314,0.584,1390.7,509.6,0.83,1.14033,0.00047
2.47,1.288,0.374,1418.2,579.8,0.711,1.30106,0.00043
6.39,1.13,0.313,495.6,321.8,0.995,1.56195,0.0004
6.18,1.541,0.234,709.7,467.5,0.881,1.41682,0.00037
1.06,1.337,0.561,1651.4,495.8,0.848,0.89904,0.00037
2.74,1.838,0.487,1414.1,578.7,0.714,1.36141,0.0004
8.34,1.555,0.445,1059.8,412.7,0.934,1.58899,0.00035
6.26,1.837,0.799,1084.0,571.5,0.729,1.21088,0.0004
8.22,1.389,0.203,528.1,443.8,0.905,1.4868,0.00035
3.37,1.498,0.302,983.6,316.2,0.997,1.32456,0.00039
4.08,1.271,0.24,1418.1,438.4,0.911,1.37553,0.00038
5.49,1.015,0.263,845.2,582.8,0.704,1.49508,0.00048
8.36,1.998,0.637,402.9,319.6,0.996,1.59583,0.00037
6.62,1.471,0.524,636.5,559.9,0.751,1.42071,0.00044
3.72,1.935,0.337,679.8,506.2,0.834,1.31883,0.00036
1.51,1.066,0.356,1296.9,536.1,0.792,1.12131,0.00039
7.36,1.933,0.73,977.3,406.4,0.94,1.45796,0.00039
2.2,1.275,0.402,1060.7,459.5,0.889,1.28386,0.00037
7.25,1.873,0.812,632.9,453.6,0.896,1.30933,0.00038
8.44,1.139,0.419,309.4,304.1,1.002,1.47174,0.00045
2.76,1.089,0.217,687.0,489.5,0.855,1.27791,0.00037
3.16,1.947,0.802,1446.7,455.7,0.893,1.23114,0.0004
8.39,1.123,0.229,1726.4,402.7,0.943,1.58585,0.00039
1.88,1.862,0.292,338.8,302.3,1.002,0.89718,0.00035
4.0,1.503,0.643,524.8,350.2,0.98,1.23839,0.00044
1.61,1.675,0.457,1340.0,418.2,0.929,1.17818,0.00039
5.98,1.897,0.66,1511.8,360.9,0.973,1.48207,0.00043
3.38,1.783,0.562,313.6,305.9,1.001,1.44722,0.00039
3.2,1.819,0.79,809.2,579.3,0.712,1.10603,0.0004
5.59,1.091,0.294,602.3,597.0,0.668,1.49472,0.00042
3.67,1.098,0.345,1177.1,388.8,0.954,1.40122,0.00043
5.83,1.551,0.689,1564.0,395.7,0.948,1.19418,0.00038
5.02,1.504,0.223,864.4,595.3,0.673,1.3979,0.00037
8.7,1.753,0.203,1333.8,508.6,0.831,1.37059,0.00045
7.64,1.148,0.423,502.2,485.7,0.86,1.41523,0.00036
3.64,1.469,0.657,743.9,315.3,0.998,1.13937,0.00043
6.81,1.305,0.516,770.5,534.9,0.794,1.31945,0.00048
4.99,1.059,0.334,1072.4,471.5,0.876,1.43976,0.00041
6.95,1.905,0.2,1602.0,491.0,0.854,1.19245,0.00035
7.97,1.809,0.545,436.0,305.3,1.001,1.60058,0.0004
5.68,1.481,0.31,1583.2,331.4,0.99,1.49886,0.00037
2.07,1.428,0.297,1441.8,528.3,0.803,1.18515,0.00034
2.83,1.101,0.39,320.5,306.2,1.001,1.33503,0.00043
8.14,1.755,0.798,849.8,373.0,0.965,1.26167,0.00037
5.95,1.277,0.31,438.5,341.2,0.985,1.5592,0.00035
6.11,1.106,0.271,1044.6,437.4,0.912,1.54422,0.0004
4.95,1.208,0.385,1695.3,514.6,0.823,1.42118,0.00044
5.52,1.321,0.254,1076.9,596.8,0.669,1.51169,0.00035
6.25,1.242,0.429,1025.7,331.2,0.991,1.46407,0.00041
5.01,1.053,0.222,788.2,560.0,0.751,1.49461,0.00041
4.52,1.463,0.254,1334.1,334.5,0.989,1.34749,0.00043
7.33,1.682,0.228,1502.7,519.5,0.816,1.41983,0.00037
2.53,1.942,0.773,736.4,597.4,0.667,1.17342,0.00042
8.77,1.851,0.699,1051.0,544.1,0.779,1.42571,0.00038
7.62,1.333,0.474,1536.0,338.4,0.987,1.46198,0.00046
4.15,1.335,0.26,826.9,369.8,0.968,1.39213,0.00043
1.14,1.203,0.384,1193.8,346.1,0.983,1.06603,0.00037
7.75,1.928,0.721,489.2,381.3,0.959,1.49339,0.00042
5.06,1.87,0.615,1043.5,525.6,0.807,1.46339,0.0004
2.78,1.585,0.459,1620.7,380.9,0.96,1.36458,0.00041
8.42,1.708,0.631,1639.9,455.3,0.894,1.4482,0.00045
6.51,1.376,0.576,1109.5,515.4,0.822,1.24986,0.00044
7.73,1.077,0.264,1484.7,326.7,0.993,1.57936,0.00037
3.52,1.522,0.653,1617.7,324.7,0.994,1.18017,0.00039
5.0,1.354,0.425,1287.7,370.5,0.967,1.47748,0.0004
3.62,1.855,0.468,325.3,313.9,0.998,1.44564,0.00039
5.99,1.779,0.206,489.7,470.6,0.877,1.21118,0.0004
6.02,1.968,0.846,1628.8,327.3,0.992,1.29798,0.00043
1.73,1.588,0.625,1224.7,440.5,0.909,1.13693,0.00044
5.69,1.68,0.527,1262.9,596.9,0.668,1.45383,0.00043
4.64,1.394,0.608,1402.1,535.9,0.792,1.12228,0.0004
6.69,1.482,0.457,1406.6,309.7,1.0,1.53583,0.00036
5.53,1.404,0.236,579.7,348.8,0.981,1.41259,0.00042
4.01,1.252,0.246,1384.9,456.3,0.893,1.39063,0.00039
3.71,1.542,0.34,1647.8,407.0,0.939,1.39783,0.00044
5.59,1.795,0.752,1385.1,330.0,0.991,1.31302,0.00034
1.95,1.519,0.637,1247.4,520.3,0.815,1.05984,0.0004
3.49,1.285,0.389,442.5,330.4,0.991,1.43814,0.00041
8.8,1.432,0.507,1370.9,392.4,0.951,1.48169,0.00042
2.11,1.568,0.385,1438.9,485.7,0.86,1.25106,0.0004
7.56,1.5,0.303,1193.1,427.0,0.922,1.57216,0.00041
4.26,1.631,0.581,1105.0,401.4,0.944,1.4073,0.00042
2.94,1.21,0.524,941.7,507.9,0.832,1.05876,0.00047
3.48,1.477,0.477,1383.7,363.6,0.972,1.4046,0.00042
6.57,1.312,0.331,917.4,536.9,0.79,1.55763,0.00037
8.41,1.084,0.229,1612.5,557.9,0.755,1.58765,0.00038
3.26,1.485,0.35,1270.2,484.5,0.861,1.38898,0.00038
7.4,1.262,0.293,1660.4,586.5,0.696,1.56109,0.0004
4.33,1.038,0.237,906.4,479.1,0.868,1.46038,0.0004
7.04,1.937,0.742,754.4,345.4,0.983,1.45972,0.00038
6.74,1.692,0.578,1088.7,439.5,0.91,1.49293,0.00041
2.52,1.416,0.229,830.9,525.3,0.808,1.12495,0.00036
6.66,1.101,0.212,613.2,590.4,0.686,1.55906,0.0004
7.44,1.127,0.462,606.5,386.2,0.956,1.31866,0.00041
2.0,1.037,0.243,1522.8,312.8,0.999,1.19101,0.00041
8.41,1.699,0.669,1345.8,311.7,0.999,1.4245,0.00037
8.03,1.645,0.509,1433.1,517.3,0.819,1.53423,0.00041
6.55,1.955,0.327,429.5,318.9,0.996,1.43924,0.00042
7.99,1.478,0.614,591.0,467.8,0.88,1.33762,0.0004
4.76,1.854,0.515,518.3,512.5,0.826,1.51854,0.00039
7.11,1.833,0.806,855.1,566.7,0.739,1.22874,0.00045
3.76,1.165,0.488,1515.7,594.0,0.676,1.06982,0.00041
7.5,1.823,0.799,1295.8,396.6,0.948,1.28624,0.0004
6.35,1.843,0.232,763.5,341.7,0.985,1.24427,0.00037
7.84,1.378,0.298,1510.2,414.9,0.932,1.58634,0.00036
4.57,1.827,0.719,948.4,586.9,0.695,1.27826,0.00042
6.17,1.724,0.705,348.7,327.6,0.992,1.38997,0.00042
1.81,1.81,0.311,1022.4,507.9,0.832,1.00413,0.00039
4.08,1.074,0.364,1262.6,573.5,0.725,1.32206,0.00045
8.1,1.309,0.438,1510.0,393.1,0.95,1.49749,0.00037
7.13,1.805,0.477,1472.1,543.4,0.78,1.5686,0.00033
7.69,1.054,0.297,1058.4,437.9,0.911,1.55215,0.00037
3.67,1.7,0.599,1158.8,529.6,0.802,1.35984,0.00043
4.71,1.009,0.264,649.2,435.2,0.914,1.49331,0.00041
3.31,1.783,0.549,1099.4,320.0,0.996,1.42279,0.00039
4.65,1.968,0.436,1123.5,316.4,0.997,1.45915,0.0004
2.82,1.054,0.326,1596.1,571.7,0.729,1.2942,0.0004
2.99,1.078,0.235,1402.5,586.8,0.695,1.34334,0.00041
5.02,1.948,0.31,918.1,583.9,0.702,1.41664,0.00037
8.92,1.193,0.408,752.6,556.5,0.758,1.45379,0.00042
7.26,1.927,0.216,1619.7,391.5,0.952,1.21162,0.00038
3.6,1.023,0.357,565.9,531.6,0.799,1.32173,0.00042
6.03,1.807,0.619,1263.0,327.5,0.992,1.49679,0.00035
7.73,1.576,0.389,1465.8,322.8,0.995,1.5916,0.00032
7.85,1.618,0.487,917.3,490.7,0.854,1.5598,0.00041
6.45,1.22,0.456,1780.3,342.1,0.985,1.38297,0.00036
3.31,1.236,0.373,408.3,394.4,0.949,1.42149,0.00043
3.57,1.15,0.257,1747.2,564.2,0.743,1.3968,0.00034
5.87,1.672,0.731,1055.8,350.7,0.98,1.25739,0.00036
3.82,1.506,0.562,1231.5,458.3,0.891,1.33031,0.00039
5.36,1.671,0.521,1450.8,508.5,0.831,1.48223,0.00038
4.97,1.303,0.451,1199.2,440.5,0.909,1.41443,0.00041
7.82,1.919,0.732,560.2,443.9,0.905,1.46274,0.00031
7.32,1.397,0.553,1738.6,301.7,1.003,1.3671,0.00043
6.92,1.24,0.392,831.5,481.7,0.865,1.50533,0.00041
1.5,1.297,0.483,700.8,472.4,0.875,1.12521,0.00043
6.47,1.968,0.453,340.7,321.2,0.995,1.56591,0.00044
7.75,1.53,0.517,871.7,301.5,1.003,1.53014,0.00037
8.0,1.04,0.408,964.0,446.1,0.903,1.33494,0.00043
7.87,1.665,0.52,1252.6,437.6,0.912,1.55098,0.0004
7.61,1.16,0.255,1266.4,498.2,0.845,1.58147,0.0004
6.84,1.822,0.776,557.2,526.3,0.806,1.29765,0.00041
5.13,1.624,0.366,1321.4,408.4,0.938,1.50062,0.00038
5.78,1.97,0.59,679.4,435.3,0.914,1.54548,0.00043
5.6,1.537,0.51,752.2,361.5,0.973,1.4976,0.00042
2.89,1.045,0.363,1644.8,456.3,0.893,1.27402,0.00045
4.49,1.158,0.316,1646.6,538.3,0.788,1.44993,0.00031
8.23,1.516,0.368,1479.1,431.5,0.917,1.60161,0.00039
4.37,1.814,0.293,1607.9,598.5,0.664,1.38406,0.00038
6.9,1.264,0.498,957.7,491.8,0.853,1.32983,0.00038
1.22,1.816,0.444,908.5,465.9,0.883,1.03338,0.00041
3.52,1.856,0.577,452.6,314.7,0.998,1.45495,0.00041
1.92,1.625,0.289,1256.7,327.1,0.993,1.00404,0.00035
6.16,1.605,0.542,448.6,325.1,0.994,1.52017,0.00042
7.99,1.875,0.286,312.2,305.2,1.002,1.44956,0.00044
2.51,1.11,0.322,1214.6,516.7,0.82,1.31097,0.00042
1.49,1.853,0.287,377.6,354.8,0.977,0.79144,0.00032
4.15,1.293,0.232,1061.6,340.5,0.986,1.34387,0.0004
2.66,1.945,0.247,1651.1,319.1,0.996,0.86585,0.0003
1.49,1.417,0.326,1214.3,454.6,0.895,1.08132,0.00032
3.32,1.077,0.429,1310.5,455.9,0.893,1.18751,0.00043
2.81,1.261,0.463,1605.6,319.8,0.996,1.2803,0.00039
5.64,1.029,0.29,1724.4,416.6,0.931,1.49236,0.0004
6.98,1.769,0.413,877.2,365.4,0.971,1.57974,0.00034
7.35,1.543,0.313,996.8,507.3,0.833,1.57837,0.00041
4.98,1.435,0.218,1218.3,346.1,0.983,1.30376,0.00036
4.27,1.055,0.256,376.0,332.4,0.99,1.47786,0.00041
8.27,1.218,0.404,1028.7,521.6,0.813,1.47614,0.00041
7.79,1.409,0.634,516.6,490.7,0.854,1.22412,0.00032
3.38,1.041,0.328,946.1,597.2,0.668,1.32356,0.00043
7.39,1.154,0.447,1667.2,558.6,0.754,1.28954,0.00044
6.19,1.931,0.355,1039.3,514.8,0.823,1.50893,0.00039
1.76,1.904,0.62,1485.3,504.0,0.837,1.22532,0.00043
2.43,1.699,0.271,1309.0,417.3,0.93,1.04591,0.00037
6.92,1.429,0.615,1143.3,588.1,0.692,1.18967,0.00042
2.81,1.834,0.218,509.4,485.0,0.861,0.90267,0.00032
7.51,1.605,0.345,826.5,472.2,0.876,1.59086,0.00034
3.26,1.964,0.239,1022.4,416.0,0.931,0.95202,0.00038
1.36,1.034,0.362,1478.0,551.8,0.766,1.05702,0.00046
6.8,1.468,0.485,907.8,336.5,0.988,1.51912,0.0004
6.87,1.062,0.212,1467.4,376.7,0.963,1.53912,0.00038
4.96,1.908,0.818,606.9,478.2,0.869,1.26627,0.00036
6.38,1.26,0.539,1666.1,470.0,0.878,1.20339,0.00038
8.53,1.925,0.453,1251.0,336.6,0.988,1.6085,0.00038
7.68,1.664,0.714,1419.1,538.6,0.788,1.25519,0.00043
6.94,1.577,0.428,1472.0,377.4,0.962,1.56984,0.00041
8.01,1.154,0.242,1272.3,335.4,0.988,1.58478,0.0004
1.66,1.285,0.398,809.2,323.8,0.994,1.21323,0.00041
6.35,1.277,0.26,1760.7,443.0,0.906,1.52815,0.00041
5.53,1.858,0.311,1273.3,445.7,0.904,1.41026,0.00039
5.75,1.783,0.59,881.0,584.8,0.7,1.44981,0.00037
1.67,1.265,0.44,1536.6,360.8,0.974,1.17846,0.00038
5.64,1.946,0.553,838.5,514.5,0.823,1.539,0.00041
5.38,1.88,0.668,838.1,519.5,0.816,1.43567,0.0004
4.86,1.869,0.471,1575.4,477.6,0.869,1.50541,0.00035
7.88,1.193,0.404,664.7,500.0,0.842,1.47548,0.00039
7.57,1.133,0.255,1038.5,493.3,0.851,1.58474,0.00035
5.4,1.287,0.254,841.8,475.8,0.872,1.49364,0.00039
6.93,1.345,0.298,891.7,564.4,0.743,1.57417,0.00037
4.03,1.912,0.373,1617.0,441.4,0.908,1.3771,0.00041
8.91,1.149,0.314,793.4,343.1,0.984,1.60103,0.00034
6.27,1.706,0.384,1565.4,512.1,0.826,1.55183,0.00039
6.3,1.092,0.222,1485.7,472.3,0.875,1.52902,0.00036
8.82,1.2,0.493,884.0,393.2,0.95,1.33605,0.00041
6.28,1.702,0.634,561.2,341.5,0.985,1.46257,0.00038
3.17,1.834,0.33,1706.0,582.1,0.706,1.30527,0.00035
7.63,1.239,0.237,488.7,300.5,1.003,1.56293,0.00037
8.8,1.232,0.498,1306.6,592.9,0.679,1.26635,0.00045
1.05,1.205,0.221,1167.2,387.3,0.955,0.77142,0.00026
3.94,1.904,0.509,1366.5,479.4,0.867,1.46228,0.00038
2.81,1.698,0.491,1654.0,478.9,0.868,1.36659,0.00039
2.6,1.846,0.839,444.7,372.5,0.966,1.10483,0.00038
1.58,1.334,0.229,1000.5,301.4,1.003,0.89486,0.00034
8.03,1.307,0.346,1638.6,389.4,0.953,1.58216,0.0004
2.19,1.008,0.405,1007.3,326.5,0.993,1.12777,0.00044
8.65,1.6,0.575,1643.8,474.6,0.873,1.45862,0.00039
5.35,1.311,0.402,1686.4,570.2,0.732,1.43826,0.00042
5.02,1.038,0.32,637.6,405.9,0.94,1.4743,0.00038
3.3,1.379,0.274,1133.5,514.7,0.823,1.34351,0.00041
7.43,1.835,0.672,944.0,421.9,0.926,1.47447,0.00046
4.06,1.42,0.4,1012.7,437.5,0.912,1.4643,0.00041
1.13,1.491,0.622,1189.6,576.0,0.72,0.9113,0.00041
8.42,1.816,0.477,679.5,505.8,0.835,1.61357,0.00041
6.44,1.788,0.45,698.5,497.4,0.846,1.57673,0.00037
7.11,1.776,0.734,1227.8,355.5,0.977,1.35824,0.00043
4.96,1.257,0.541,1546.3,396.3,0.948,1.17997,0.0004
5.87,1.783,0.368,486.7,361.2,0.973,1.51624,0.00039
5.53,1.771,0.312,769.7,328.9,0.992,1.41943,0.00039
1.26,1.704,0.256,569.2,307.1,1.001,0.68808,0.00025
5.97,1.317,0.399,367.9,345.3,0.983,1.54426,0.00039
3.8,1.714,0.242,752.8,343.5,0.984,1.13206,0.00039
1.62,1.047,0.357,317.2,315.4,0.998,1.19948,0.00043
6.01,1.176,0.411,1253.7,455.7,0.893,1.41435,0.00034
2.42,1.013,0.334,666.8,371.9,0.966,1.29957,0.00044
1.01,1.561,0.322,534.4,527.1,0.805,0.87662,0.00033
1.64,1.394,0.418,545.2,444.1,0.905,1.21331,0.00042
2.02,1.489,0.236,1049.3,536.3,0.791,1.01482,0.00037
7.66,1.175,0.442,1460.6,369.0,0.968,1.39497,0.00042
6.02,1.828,0.716,858.6,555.6,0.759,1.34659,0.00044
8.43,1.508,0.624,904.4,428.9,0.92,1.34881,0.00043
5.59,1.835,0.609,1633.9,437.1,0.912,1.48057,0.00045
8.48,1.771,0.514,1626.8,411.2,0.936,1.58449,0.00041
6.68,1.631,0.264,1112.5,519.7,0.816,1.48478,0.00038
8.66,1.35,0.202,804.4,403.5,0.942,1.50336,0.00036
8.23,1.692,0.462,1084.2,446.1,0.903,1.59808,0.00036
2.07,1.59,0.65,781.5,378.8,0.961,1.16981,0.00045
8.25,1.062,0.349,1431.5,495.0,0.849,1.46277,0.00037
7.57,1.486,0.244,1081.9,503.0,0.839,1.52457,0.00037
5.0,1.999,0.743,592.8,525.4,0.808,1.40615,0.00043
2.99,1.242,0.46,946.4,499.4,0.843,1.26446,0.00046
8.65,1.946,0.649,1008.1,503.4,0.838,1.53291,0.00037
2.15,1.519,0.526,1648.1,567.6,0.737,1.21813,0.0004
8.88,1.447,0.269,1472.5,468.3,0.88,1.58976,0.00038
8.98,1.403,0.311,1164.3,577.8,0.716,1.61201,0.00039
4.72,1.967,0.702,745.5,310.3,1.0,1.46123,0.00041
4.83,1.177,0.286,1117.5,588.4,0.691,1.48421,0.00037
2.95,1.804,0.652,590.0,480.6,0.866,1.34216,0.00046
8.84,1.976,0.711,1398.3,369.4,0.968,1.51037,0.00038
8.56,1.089,0.394,320.7,305.9,1.001,1.48044,0.00043
8.77,1.145,0.299,745.1,592.9,0.679,1.56583,0.00038
8.18,1.681,0.209,342.5,338.9,0.987,1.34031,0.0004
7.25,1.133,0.239,869.4,347.6,0.982,1.57061,0.00037
2.97,1.289,0.276,373.4,317.5,0.997,1.32201,0.00038
8.97,1.057,0.404,561.7,546.5,0.775,1.35896,0.00039
2.39,1.395,0.278,1589.4,352.3,0.979,1.18115,0.00037
6.47,1.458,0.511,548.4,339.7,0.986,1.49211,0.00041
3.03,1.743,0.212,1151.6,381.2,0.959,0.91188,0.00032
4.84,1.689,0.431,1257.9,493.9,0.85,1.50715,0.00039
2.99,1.946,0.459,1763.7,318.2,0.997,1.33841,0.0003
3.13,1.394,0.474,1659.9,320.0,0.996,1.35708,0.00041
1.71,1.617,0.593,378.8,339.4,0.986,1.22483,0.00043
2.13,1.427,0.224,1188.7,553.1,0.764,1.04159,0.00036
1.05,1.0,0.217,1610.4,529.4,0.802,0.9064,0.00032
7.27,1.795,0.458,1432.8,532.1,0.798,1.57907,0.00044
1.45,1.462,0.616,452.5,349.1,0.981,1.06438,0.00037
4.43,1.649,0.592,1352.4,396.8,0.947,1.4049,0.00041
2.14,1.463,0.349,1519.5,511.5,0.827,1.24774,0.00038
8.61,1.596,0.621,984.3,453.7,0.895,1.41333,0.00039
2.69,1.827,0.577,1616.9,383.1,0.958,1.35656,0.00039
1.06,1.392,0.459,1706.9,514.8,0.823,1.02675,0.00044
6.94,1.434,0.42,1102.2,462.3,0.886,1.54579,0.00038
7.33,1.197,0.295,1381.6,392.7,0.951,1.57568,0.0004
7.46,1.79,0.669,1370.9,569.7,0.733,1.38924,0.00042
8.82,1.978,0.313,1657.4,517.0,0.82,1.53775,0.00037
2.09,1.519,0.663,338.6,334.7,0.989,1.11257,0.00041
4.3,1.74,0.368,1103.5,514.7,0.823,1.45252,0.00043
8.79,1.85,0.713,797.9,522.7,0.812,1.42616,0.00039
6.89,1.602,0.34,779.0,513.4,0.825,1.57572,0.00034
4.28,1.817,0.656,1279.0,504.6,0.836,1.38097,0.0004
4.48,1.355,0.375,1635.0,511.2,0.828,1.46477,0.00037
3.04,1.882,0.23,1020.5,521.4,0.814,0.9806,0.00034
1.35,1.986,0.71,1361.2,517.1,0.82,1.12381,0.00041
5.26,1.674,0.472,1537.5,331.6,0.99,1.51937,0.00035
2.58,1.75,0.377,873.6,506.9,0.833,1.29072,0.00039
8.04,1.46,0.567,1225.0,459.6,0.889,1.38589,0.0004
3.0,1.594,0.364,1748.7,400.2,0.945,1.33771,0.00041
8.57,1.501,0.473,764.4,377.4,0.962,1.56802,0.00041
1.44,1.749,0.246,1286.1,372.9,0.965,0.6996,0.00029
1.7,1.305,0.552,1676.4,318.5,0.996,1.03766,0.00043
2.31,1.032,0.23,1214.2,411.6,0.935,1.23639,0.00034
2.83,1.044,0.274,461.6,348.5,0.981,1.37041,0.00041
1.99,1.241,0.2,842.9,517.5,0.819,1.01385,0.00036
2.51,1.278,0.484,915.1,538.9,0.787,1.20053,0.00045
2.84,1.59,0.599,888.0,333.7,0.989,1.31206,0.00042
1.39,1.826,0.554,737.3,565.2,0.741,1.15915,0.00042
6.1,1.101,0.265,1055.0,358.5,0.975,1.54547,0.00039
5.28,1.264,0.301,611.4,387.9,0.954,1.52641,0.00036
2.24,1.732,0.206,1603.3,596.9,0.668,0.89319,0.00036
1.0,1.577,0.696,1683.2,433.4,0.916,0.86445,0.00043
7.88,1.749,0.321,731.7,353.0,0.978,1.5436,0.00042
5.02,1.639,0.534,1592.4,485.2,0.861,1.4543,0.00039
1.76,1.325,0.382,1682.4,517.4,0.819,1.20558,0.00044
1.73,1.897,0.246,925.8,593.1,0.679,0.83857,0.00029
6.45,1.693,0.423,504.7,394.2,0.95,1.57965,0.00033
5.37,1.088,0.303,1054.7,488.1,0.857,1.49716,0.00036
2.51,1.543,0.493,1769.1,355.0,0.977,1.3251,0.00042
4.72,1.366,0.275,1718.6,375.9,0.963,1.4365,0.00035
8.79,1.194,0.307,1401.0,335.9,0.988,1.60039,0.00034
4.51,1.863,0.329,432.6,398.5,0.946,1.3686,0.00043
8.2,1.253,0.416,1058.5,522.3,0.812,1.47736,0.00042
3.29,1.474,0.476,924.3,325.1,0.994,1.40688,0.00038
6.15,1.915,0.839,1177.4,426.7,0.922,1.26202,0.0004
7.92,1.939,0.88,1178.4,573.4,0.725,1.20147,0.00035
8.37,1.265,0.473,1497.9,585.2,0.699,1.33969,0.0004
8.84,1.079,0.207,320.7,300.8,1.003,1.60436,0.00033
8.49,1.129,0.299,1079.1,319.1,0.996,1.59521,0.0004
5.06,1.409,0.382,659.9,561.9,0.748,1.50728,0.00042
8.64,1.017,0.284,1533.8,401.0,0.944,1.56014,0.00036
6.83,1.148,0.328,1400.9,537.5,0.789,1.51027,0.00037
2.28,1.604,0.371,1602.9,563.3,0.745,1.27229,0.00038
1.47,1.167,0.367,918.7,463.9,0.885,1.15445,0.00039
2.05,1.487,0.635,453.4,446.0,0.903,1.1039,0.0004
4.92,1.259,0.396,760.8,413.5,0.934,1.4764,0.00043
4.04,1.439,0.626,684.9,520.9,0.814,1.14586,0.00045
5.36,1.679,0.336,1528.9,351.2,0.98,1.46642,0.00042
8.54,1.099,0.452,1519.8,543.4,0.78,1.24837,0.00045
2.64,1.264,0.233,598.0,569.0,0.734,1.25183,0.00041
4.46,1.254,0.41,1184.0,530.0,0.801,1.40159,0.00039
3.76,1.565,0.441,1626.9,354.6,0.977,1.44283,0.00041
1.27,1.19,0.351,1717.5,419.4,0.928,1.08695,0.00035
4.0,1.284,0.306,1399.7,331.7,0.99,1.43873,0.00039
4.93,1.481,0.441,1549.0,579.1,0.713,1.4501,0.00041
5.15,1.959,0.897,415.5,398.7,0.946,1.21215,0.00039
4.41,1.249,0.349,881.9,440.8,0.908,1.47799,0.00046
