Unnamed: 0,Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev,time_taken,vmvf,VolUranium,U_vmvf,TempDiff,TempRatio,FuelDist
29,6.42,1.848,0.709,354.7,352.9,0.978,1.45236,0.00101,11.908356,0.9861131921552804,1.5792189366991707,1.6014580772898692,1.8000000000000114,1.0051005950694247,0.43000000000000016
30,7.65,1.882,0.724,1195.1,492.4,0.852,1.40813,0.00085,11.765901,0.9782466677444915,1.6467474707880831,1.6833662971578836,702.6999999999999,2.4270917952883835,0.43399999999999994
31,7.45,1.764,0.428,409.4,494.0,0.85,1.60189,0.00082,11.6376,4.107015894393379,0.5754895086551927,0.14012351630798703,-84.60000000000002,0.828744939271255,0.908
32,3.84,1.274,0.419,1749.4,420.0,0.928,1.3867,0.00102,14.244144,1.635899412897183,0.5515411478568776,0.33714857008237226,1329.4,4.165238095238095,0.43600000000000005
33,4.27,1.975,0.322,1619.6,564.8,0.742,1.35249,0.00079,14.500628,10.56752729250076,0.3257328926948041,0.030823946196567694,1054.8,2.8675637393767706,1.331
34,3.36,1.432,0.553,376.4,583.5,0.703,1.24413,0.00093,16.264258,0.9056793359441662,0.9607273078016412,1.0607808632401752,-207.10000000000002,0.6450728363324764,0.32599999999999985
35,7.57,1.714,0.232,646.3,304.7,1.002,1.35938,0.00088,13.298271,15.789712960597418,0.16909308298681705,0.010709066302141268,341.59999999999997,2.1211027239908105,1.25
36,4.58,1.752,0.333,1060.5,366.8,0.97,1.39793,0.00088,13.048803,7.418269340337546,0.3483680677639186,0.046960827624528814,693.7,2.8912213740458013,1.0859999999999999
37,4.76,1.486,0.582,356.8,431.3,0.918,1.35723,0.00097,14.607904,0.858299433850279,1.064132829994549,1.2398153698190315,-74.5,0.8272664038952006,0.32200000000000006
38,3.86,1.704,0.266,737.3,599.0,0.662,1.33176,0.00092,15.96162,11.560485025742457,0.22228652979739943,0.019228131804368075,138.29999999999995,1.2308848080133554,1.172
39,4.06,1.946,0.794,422.4,497.6,0.845,1.30092,0.00095,14.045637,0.7551865707979487,1.9805731061585352,2.6226275502566376,-75.20000000000005,0.8488745980707395,0.3579999999999999
40,4.32,1.446,0.468,1325.2,507.7,0.832,1.41669,0.00093,13.356856,1.7659034351480511,0.6880841893598509,0.3896499523498366,817.5,2.6102028757140046,0.5099999999999999
41,3.19,1.066,0.398,1660.9,464.0,0.885,1.23605,0.001,16.86538,0.959251969800432,0.4976408426992377,0.518780110300706,1196.9,3.579525862068966,0.27
42,7.49,1.683,0.567,901.0,455.9,0.893,1.50816,0.0008,11.240613,1.5816412107625437,1.0099874806099287,0.6385692745847156,445.1,1.9763105944286028,0.5490000000000002
43,1.63,1.583,0.372,652.9,321.5,0.995,1.12262,0.00076,14.942857,4.415432726176531,0.4347461577743699,0.09846060051985685,331.4,2.030793157076205,0.839
44,7.64,1.188,0.299,1314.0,429.2,0.919,1.57259,0.00087,12.350555,3.5834470308629194,0.28086152482358107,0.07837747353445534,884.8,3.0615097856477167,0.59
45,6.18,1.494,0.382,1274.9,402.5,0.943,1.54882,0.00078,11.873432,3.530023334873793,0.458433766382437,0.12986706400875028,872.4000000000001,3.1674534161490686,0.73
46,3.91,1.785,0.207,654.5,591.0,0.684,1.12751,0.00078,18.531399,22.005599129640103,0.13461410361366902,0.0061172660112831295,63.5,1.107445008460237,1.371
47,1.97,1.614,0.381,1720.4,556.6,0.757,1.22183,0.00099,16.401435,4.3724897201674695,0.45603673118774796,0.10429681036969514,1163.8000000000002,3.090909090909091,0.8520000000000001
48,6.27,1.533,0.422,545.5,383.2,0.958,1.56516,0.00085,11.958415,2.8960072893228954,0.5594673861218846,0.19318576585927433,162.3,1.4235386221294364,0.689
49,2.56,1.146,0.437,1659.3,569.4,0.733,1.13862,0.00099,18.230154,0.8956032994012174,0.5999468074633892,0.6698800773339064,1089.9,2.9141201264488936,0.2719999999999999
50,7.99,1.99,0.39,1437.4,360.5,0.974,1.55206,0.00081,10.984272,6.956206313454501,0.47783624261100754,0.0686920745416636,1076.9,3.987239944521498,1.21
51,2.69,1.837,0.767,1493.6,460.8,0.888,1.17295,0.00097,13.918659,0.6633298843074547,1.848164400587686,2.7861919752300173,1032.8,3.241319444444444,0.30299999999999994
52,4.55,1.467,0.357,316.2,393.0,0.95,1.49987,0.00092,12.529121,4.0105626928998115,0.40039284210736553,0.09983458002444641,-76.80000000000001,0.8045801526717556,0.7530000000000001
53,7.36,1.791,0.345,1188.9,599.2,0.662,1.57793,0.00082,11.630924,7.200265272202545,0.37392806559352504,0.051932540185306436,589.7,1.9841455273698265,1.101
54,8.48,1.551,0.583,469.8,525.5,0.808,1.43031,0.00085,13.287637,1.036448901004778,1.0677927854359812,1.030241610947551,-55.69999999999999,0.8940057088487156,0.385
55,8.47,1.082,0.35,510.9,455.4,0.894,1.51381,0.00091,13.824435,1.669820597490875,0.38484510006474965,0.23047092642349123,55.5,1.121870882740448,0.3820000000000001
56,4.14,1.484,0.483,1574.1,529.6,0.802,1.39688,0.00104,13.577359,1.740977314436472,0.7328990085633093,0.42096987851937495,1044.5,2.972243202416918,0.518
57,6.17,1.295,0.314,583.4,467.2,0.881,1.55735,0.00082,12.935887,3.9954728069837673,0.30974846927333927,0.07752485981932443,116.19999999999999,1.2487157534246576,0.6669999999999999
58,4.5,1.219,0.375,416.1,438.8,0.91,1.47069,0.00077,14.126627,2.0179276571274802,0.44178646691106466,0.21893077551647597,-22.69999999999999,0.9482680036463081,0.4690000000000001
59,2.0,1.871,0.669,1703.0,506.3,0.834,1.2229,0.00095,13.906767,1.3022753061153922,1.4060543496333016,1.0796905562368957,1196.7,3.3636184080584632,0.5329999999999999
60,3.23,1.345,0.537,1276.7,542.9,0.781,1.17919,0.00101,15.812339,0.7609054435588841,0.9059379319230352,1.1906051396949002,733.8000000000001,2.351630134463069,0.2709999999999999
61,3.29,1.41,0.374,332.9,554.0,0.762,1.42453,0.00096,14.514176,3.1776422311332486,0.43943341401352587,0.13828914083156865,-221.10000000000002,0.6009025270758123,0.6619999999999999
62,8.23,1.632,0.559,1328.2,302.7,1.002,1.51517,0.00086,11.003378,1.4869166134874636,0.9816880139863924,0.6602172610634222,1025.5,4.38784274859597,0.5139999999999998
63,7.32,1.964,0.311,869.1,440.0,0.909,1.46317,0.00076,13.209163,11.271331466146865,0.3038579830478584,0.026958481698500972,429.1,1.9752272727272728,1.342
64,7.88,1.519,0.411,683.9,334.7,0.989,1.59619,0.00088,11.542852,3.034642331592386,0.5306809726370414,0.17487430631028403,349.2,2.0433223782491785,0.697
65,8.12,1.426,0.528,1780.8,450.9,0.898,1.41051,0.00089,13.314447,1.0815954793584632,0.8758257663383769,0.8097535382247193,1329.9,3.9494344644045243,0.3699999999999999
66,2.21,1.068,0.341,737.2,597.2,0.668,1.23285,0.00092,18.074756,1.7395008266053786,0.3653075353520748,0.21000710650133428,140.0,1.234427327528466,0.386
67,4.34,1.92,0.449,1080.5,342.3,0.985,1.45804,0.00093,12.071606,4.5353771282281645,0.6333482205563559,0.13964620860620383,738.2,3.1565877884896287,1.0219999999999998
68,6.59,1.532,0.479,1298.1,543.4,0.78,1.48799,0.00088,11.935078,1.9898794997869833,0.7208101600322956,0.3622380953768599,754.6999999999999,2.388847994111152,0.5740000000000001
69,3.85,1.812,0.454,1411.2,564.8,0.742,1.44901,0.00077,12.520348,3.788763875401386,0.6475325113873138,0.1709086479607319,846.4000000000001,2.4985835694050995,0.904
70,6.02,1.83,0.558,1483.4,308.8,1.0,1.52893,0.00094,10.763672,2.19699123161604,0.9781788549923326,0.4452356663584925,1174.6000000000001,4.803756476683938,0.714
71,4.7,1.2,0.414,1768.7,596.8,0.669,1.30815,0.00087,15.502308,1.3634520998428126,0.5384564144546761,0.39492140172489576,1171.9,2.963639410187668,0.372
72,2.14,1.43,0.336,1756.1,500.5,0.842,1.23787,0.00097,19.402668,4.376557949415687,0.35467324421967333,0.08103931178770879,1255.6,3.5086913086913083,0.7579999999999999
73,6.1,1.008,0.32,1783.5,450.4,0.899,1.44095,0.00088,18.917514,1.7482735956586626,0.32169908772759487,0.1840095786645995,1333.1,3.9598134991119007,0.368
74,6.51,1.594,0.371,416.4,520.7,0.815,1.57759,0.00085,12.9604,4.526356376164646,0.43241195443275265,0.095532017034671,-104.30000000000007,0.799692721336662,0.8520000000000001
75,6.8,1.591,0.373,427.8,336.0,0.988,1.57886,0.00079,12.021933,4.443665713181234,0.4370866443012943,0.0983617293723885,91.80000000000001,1.2732142857142859,0.845
76,8.76,1.397,0.395,380.6,522.6,0.812,1.58681,0.0008,13.290679,2.6546479004342993,0.49016699377634754,0.1846448237810206,-142.0,0.7282816685801761,0.607
77,1.97,1.784,0.658,898.8,591.6,0.683,1.17944,0.00104,14.632522,1.14916452435343,1.3601965216688514,1.1836394988212477,307.19999999999993,1.5192697768762675,0.46799999999999997
78,6.58,1.249,0.345,728.2,501.6,0.84,1.54248,0.00084,13.011229,2.7938562550438975,0.37392806559352504,0.1338394074206405,226.60000000000002,1.4517543859649122,0.5590000000000002
79,5.07,1.046,0.379,841.3,544.4,0.778,1.32105,0.00095,17.807665,1.082886776281593,0.4512615103542915,0.41672086153256876,296.9,1.545371050698016,0.28800000000000003
80,5.28,1.245,0.428,1395.5,586.9,0.695,1.35021,0.00087,16.026981,1.3933765030353644,0.5754895086551927,0.4130179512870589,808.6,2.377747486795025,0.3890000000000001
81,1.66,1.774,0.322,971.8,478.4,0.869,0.99419,0.00072,18.431035,8.254131817558537,0.3257328926948041,0.03946301075564257,493.4,2.0313545150501673,1.13
82,3.73,1.338,0.341,560.3,387.2,0.955,1.4463,0.00088,13.204738,3.5177833341750944,0.3653075353520748,0.10384594520166429,173.09999999999997,1.447055785123967,0.656
83,5.93,1.428,0.224,1372.6,399.3,0.945,1.39588,0.00079,13.734894,11.328850983494238,0.15763255298652146,0.013914257784499671,973.3,3.437515652391685,0.98
84,3.75,1.328,0.503,1494.7,363.4,0.972,1.30954,0.00092,13.934726,0.9659625638437936,0.7948512156921,0.8228592343467214,1131.3000000000002,4.113098514034123,0.32200000000000006
85,3.78,1.01,0.32,1286.5,464.8,0.884,1.37698,0.00097,14.883767,1.7608194814070783,0.32169908772759487,0.1826985055109248,821.7,2.767857142857143,0.37
86,5.48,1.311,0.489,584.1,385.7,0.956,1.39955,0.00098,13.139422,1.0274500603949086,0.7512207769190449,0.7311506474877302,198.40000000000003,1.5143894218304383,0.33299999999999996
87,2.88,1.277,0.439,1606.4,576.2,0.719,1.26119,0.00107,15.283424,1.4013841895102597,0.6054508777924785,0.43203775404663647,1030.2,2.787920860812218,0.3989999999999999
88,5.95,1.027,0.358,1387.8,574.6,0.723,1.33624,0.001,15.464978,1.2562550165783162,0.40263908085468225,0.32050744119721597,813.1999999999999,2.4152453880960665,0.31099999999999994
89,4.01,1.489,0.222,825.1,361.2,0.973,1.20629,0.00082,15.144518,12.706102044592406,0.1548302523395194,0.01218550361048089,463.90000000000003,2.2843300110741973,1.0450000000000002
90,8.28,1.209,0.404,1565.7,596.0,0.671,1.40582,0.00094,14.286029,1.5315380400635317,0.5127581865483117,0.33479951077613546,969.7,2.6270134228187922,0.401
91,8.15,1.975,0.625,1663.9,538.8,0.787,1.52363,0.00089,11.001493,1.9772991994768605,1.227184630308513,0.6206367911508752,1125.1000000000001,3.0881588715664443,0.7250000000000001
92,5.62,1.194,0.383,901.0,557.1,0.757,1.43426,0.00089,13.591611,1.7557215121755183,0.4608370847624332,0.26247732431745907,343.9,1.6173038951714234,0.42799999999999994
93,4.66,1.261,0.456,1108.2,408.8,0.938,1.37504,0.00091,14.857937,1.1536974575275818,0.6532502100168474,0.566223151272941,699.4000000000001,2.710861056751468,0.34899999999999987
94,1.52,1.303,0.498,1295.8,384.5,0.957,1.11277,0.00083,17.025824,0.9236358669691432,0.7791275444608831,0.8435440548855516,911.3,3.3700910273081925,0.30699999999999994
95,6.29,1.33,0.38,965.5,580.4,0.71,1.5001,0.00092,14.302955,2.5585758841447883,0.4536459791783661,0.17730409404292444,385.1,1.6635079255685734,0.5700000000000001
96,2.82,1.07,0.38,1175.5,479.5,0.867,1.26226,0.00105,17.271627,1.1830539383090164,0.4536459791783661,0.3834533358865948,696.0,2.451511991657977,0.31000000000000005
97,8.57,1.113,0.394,795.9,496.6,0.847,1.43223,0.0009,15.326537,1.2123245857791245,0.48768827717266516,0.4022753335974314,299.29999999999995,1.602698348771647,0.32499999999999996
98,7.29,1.521,0.375,1743.2,377.1,0.962,1.57357,0.00072,12.364359,3.890959227754061,0.44178646691106466,0.11354178778328464,1366.1,4.6226465128613095,0.7709999999999999
99,2.9,1.048,0.311,994.6,539.2,0.787,1.33924,0.0009,16.654915,2.1914581242460485,0.3038579830478584,0.13865561914508315,455.4,1.8445845697329375,0.42600000000000005
100,7.02,1.489,0.376,1143.0,414.5,0.933,1.5729,0.00078,11.990328,3.647263560757782,0.4441458029939106,0.1217750775602385,728.5,2.7575392038600723,0.7370000000000001
101,2.32,1.353,0.45,954.9,494.1,0.85,1.28406,0.0009,14.971075,1.5930910737630757,0.6361725123519332,0.3993321680280437,460.79999999999995,1.9326047358834242,0.45299999999999996
102,2.97,1.351,0.437,1284.4,581.3,0.708,1.31285,0.00104,14.724937,1.7488206073893713,0.5999468074633892,0.34305794712642723,703.1000000000001,2.209530362979529,0.477
103,2.2,1.978,0.471,878.2,530.2,0.801,1.27507,0.00083,14.474704,4.342846167912614,0.6969340558650132,0.16047864209751506,348.0,1.6563560920407392,1.036
104,1.39,1.726,0.704,1125.8,432.8,0.916,1.06495,0.00082,15.645832,0.7355963941698063,1.5570235846015585,2.11668191543926,693.0,2.6012014787430684,0.31800000000000006
105,5.06,1.387,0.541,378.7,426.3,0.922,1.35909,0.00101,15.008475,0.8581140949836333,0.9194844794453144,1.0715177443424369,-47.60000000000002,0.8883415435139572,0.30499999999999994
106,2.34,1.002,0.37,1634.7,481.1,0.865,1.17103,0.00093,18.513272,0.9838159164943063,0.4300840342764427,0.437159052893745,1153.6,3.397838287258366,0.262
107,1.21,1.623,0.381,576.3,554.3,0.762,1.03934,0.0008,17.811644,4.436372732231264,0.45603673118774796,0.10279495405661852,22.0,1.039689698719105,0.861
108,6.79,1.725,0.273,761.7,353.0,0.978,1.4292,0.00093,13.407605,11.220891935698077,0.23413975887939373,0.02086641242257248,408.70000000000005,2.1577903682719546,1.179
109,5.47,1.053,0.403,848.5,349.3,0.981,1.34048,0.00089,15.997305,0.8532523849636577,0.5102229212768647,0.5979742105245877,499.2,2.4291440022902946,0.2469999999999999
110,5.24,1.345,0.21,478.7,592.7,0.68,1.43955,0.00092,15.723183,11.404320676953105,0.13854423602330987,0.012148398834776081,-114.00000000000006,0.8076598616500759,0.925
111,3.17,1.952,0.495,414.1,511.7,0.827,1.41576,0.00093,12.958065,3.6928167842695334,0.769768739945839,0.20845029280219354,-97.59999999999997,0.8092632401797929,0.962
112,5.81,1.857,0.732,356.6,544.8,0.778,1.36236,0.00097,12.969404,0.8779214979183592,1.6833407420170972,1.9174160172731487,-188.19999999999993,0.6545521292217329,0.393
113,7.78,1.237,0.446,630.0,430.6,0.918,1.44804,0.00097,13.226964,1.1614546855555354,0.6249130442814673,0.5380434140506869,199.39999999999998,1.4630747793776127,0.3450000000000001
114,2.37,1.522,0.367,1229.5,540.4,0.785,1.29681,0.00086,14.414021,4.120832127245523,0.4231379729193556,0.10268265239967266,689.1,2.2751665433012582,0.788
115,7.57,1.958,0.428,548.3,376.4,0.963,1.58184,0.00083,10.980108,5.361718176781346,0.5754895086551927,0.1073330394624845,171.89999999999998,1.4566950053134962,1.1019999999999999
116,1.23,1.526,0.424,1765.7,464.0,0.885,1.07137,0.00084,16.386126,2.820090515524458,0.5647829608917586,0.200271217460098,1301.7,3.805387931034483,0.678
117,4.42,1.608,0.257,1354.0,343.2,0.984,1.281,0.00092,13.984112,10.939657126520085,0.20749905317695225,0.018967601157620365,1010.8,3.945221445221445,1.094
118,5.38,1.582,0.393,623.0,342.5,0.985,1.5325,0.0009,11.538955,3.8293080019258223,0.48521584375429,0.12671110381047096,280.5,1.818978102189781,0.796
119,6.46,1.235,0.501,1256.7,374.8,0.964,1.30153,0.00085,14.605075,0.6803685887891772,0.7885428976436917,1.1589936846541191,881.9000000000001,3.3529882604055494,0.2330000000000001
120,4.88,1.539,0.454,1325.1,346.7,0.982,1.49427,0.00089,11.579259,2.375980758087281,0.6475325113873138,0.2725327253527896,978.3999999999999,3.8220363426593593,0.6309999999999999
121,1.41,1.625,0.517,1785.3,322.8,0.995,1.14703,0.00089,14.384193,1.8990981417270156,0.8397131587853622,0.4421641727381913,1462.5,5.530669144981412,0.591
122,7.36,1.497,0.336,1421.4,528.4,0.803,1.57627,0.00077,12.333949,4.92948660472338,0.35467324421967333,0.07194932711244804,893.0000000000001,2.6900075700227104,0.8250000000000001
123,5.27,1.478,0.499,1015.8,465.1,0.883,1.4459,0.00084,13.221058,1.5375916297939036,0.782259712336512,0.5087564846079221,550.6999999999999,2.1840464416254566,0.48
124,2.22,1.084,0.337,1236.8,514.9,0.823,1.2611,0.00082,16.857541,1.9056515564949974,0.35678753607553926,0.1872260093192309,721.9,2.402019809671781,0.41000000000000003
125,7.41,1.111,0.367,1709.2,355.9,0.977,1.47118,0.00091,13.326313,1.5633613511442117,0.4231379729193556,0.2706590978532662,1353.3000000000002,4.802472604664232,0.377
126,2.65,1.377,0.361,1689.0,317.8,0.997,1.33019,0.00092,13.409457,3.2712732881100117,0.40941549620847545,0.1251547822973288,1371.2,5.314663310258024,0.655
127,5.38,1.635,0.606,1166.7,419.7,0.928,1.40231,0.00091,12.31896,1.1092538462832182,1.1537059197337012,1.0400738510841578,747.0,2.779842744817727,0.42300000000000004
128,5.57,1.219,0.353,896.6,508.0,0.832,1.4968,0.00096,13.078188,2.4270082962189887,0.3914707189711705,0.1612976435148733,388.6,1.76496062992126,0.5130000000000001
129,6.71,1.769,0.365,1407.9,443.6,0.906,1.54198,0.00095,11.829861,6.121084959564596,0.41853868127450017,0.06837655154916712,964.3000000000001,3.17380522993688,1.039
130,6.61,1.723,0.57,1733.6,366.1,0.97,1.50072,0.0008,11.178827,1.6869060944922094,1.0207034531513237,0.6050742578285454,1367.5,4.735318219065828,0.5830000000000002
131,3.28,1.23,0.333,520.4,440.8,0.908,1.41676,0.00087,14.200112,2.9499952818355015,0.3483680677639186,0.11809105930066514,79.59999999999997,1.1805807622504536,0.564
132,8.14,1.547,0.205,503.1,362.5,0.972,1.39448,0.00089,14.683774,16.455849718120728,0.13202543126711103,0.008023009053232192,140.60000000000002,1.3878620689655172,1.137
133,4.47,1.859,0.442,963.8,392.3,0.951,1.47639,0.00086,12.172258,4.340805305863539,0.6137541071759164,0.14139176118930288,571.5,2.4567932704562834,0.975
134,3.26,1.854,0.692,300.2,454.0,0.895,1.36217,0.00087,12.595948,1.103920246119405,1.5043956244686225,1.3627756441255632,-153.8,0.6612334801762114,0.4700000000000002
135,6.79,1.577,0.38,1733.7,474.3,0.873,1.561,0.00086,12.621103,4.141371793193687,0.4536459791783661,0.1095400272740375,1259.4,3.65528146742568,0.817
136,4.08,1.427,0.321,840.1,481.8,0.865,1.4498,0.00079,13.607642,4.881771840556208,0.32371284861854593,0.06631052396370565,358.3,1.7436695724366957,0.785
137,4.35,1.465,0.264,1659.2,575.7,0.72,1.41119,0.0008,14.758925,8.29586540798333,0.21895644158459424,0.026393441891413363,1083.5,2.882056626715303,0.937
138,6.49,1.508,0.353,1123.9,371.0,0.967,1.55581,0.00088,11.739167,4.440193348912646,0.3914707189711705,0.0881652415129709,752.9000000000001,3.029380053908356,0.802
139,3.36,1.01,0.375,1330.6,353.0,0.978,1.27108,0.00103,15.742078,0.96343406148327,0.44178646691106466,0.45855392140787027,977.5999999999999,3.7694050991501413,0.26
140,2.86,1.691,0.483,561.5,472.4,0.875,1.39171,0.00096,12.93616,2.637724331857533,0.7328990085633093,0.2778527686580457,89.10000000000002,1.1886113463166808,0.7250000000000001
141,5.59,1.432,0.309,1478.7,541.2,0.784,1.51684,0.0009,12.919047,5.410216609019068,0.29996240815740705,0.05544369659014328,937.5,2.732261640798226,0.814
142,8.71,1.727,0.717,578.1,388.7,0.954,1.38597,0.00082,12.476227,0.6723339081946031,1.6150582256913228,2.402166848951866,189.40000000000003,1.487265243118086,0.29300000000000015
143,8.88,1.681,0.375,444.4,471.1,0.877,1.62529,0.00068,11.358237,5.0506144874140055,0.44178646691106466,0.08747182506445197,-26.700000000000045,0.9433241350031839,0.931
144,7.75,1.585,0.403,348.0,578.1,0.715,1.59444,0.00071,11.723004,3.6038461773551558,0.5102229212768647,0.14157733048731694,-230.10000000000002,0.6019719771665801,0.7789999999999999
145,8.59,1.423,0.339,460.0,559.1,0.753,1.61388,0.00078,12.713637,4.223370137052906,0.3610349693431927,0.08548504100451047,-99.10000000000002,0.8227508495796816,0.745
146,8.09,1.536,0.454,1427.0,467.7,0.881,1.55351,0.00086,11.96708,2.361734369160437,0.6475325113873138,0.2741766897424211,959.3,3.051101133205046,0.628
147,7.65,1.662,0.58,827.0,403.3,0.942,1.50084,0.00082,12.295847,1.396104557823599,1.0568317686676063,0.7569861173686816,423.7,2.0505826927845274,0.502
148,5.99,1.143,0.389,607.3,427.4,0.921,1.45249,0.00086,14.019725,1.4158949021941911,0.47538894193386105,0.33575157393190547,179.89999999999998,1.4209171736078614,0.365
149,3.78,1.365,0.374,1084.5,498.5,0.844,1.43795,0.00085,14.179588,2.893469485006673,0.43943341401352587,0.15187076148221842,586.0,2.1755265797392176,0.617
150,7.44,1.574,0.367,1093.5,341.8,0.985,1.58348,0.00081,11.510758,4.501303770783606,0.4231379729193556,0.09400342533329938,751.7,3.1992393212404915,0.8400000000000001
151,6.67,1.542,0.522,822.4,373.4,0.965,1.50054,0.00086,12.037255,1.534555380176138,0.8560337326207613,0.557838279204042,449.0,2.202463845741832,0.498
152,2.83,1.536,0.617,1394.1,545.2,0.777,1.16919,0.00101,15.38105,0.7687593842582071,1.1959697657024448,1.5557140376978453,848.8999999999999,2.5570432868672044,0.30200000000000005
153,2.76,1.106,0.382,1010.2,335.4,0.988,1.30975,0.00098,15.580216,1.3294873491400687,0.458433766382437,0.34481995385586667,674.8000000000001,3.0119260584376866,0.3420000000000001
