,Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev,time_taken
0,7.78,1.978,0.635,350.4,366.9,0.969,1.57594,0.00087,11.791141
1,4.83,1.066,0.392,725.5,572.3,0.727,1.29306,0.00098,17.18914
2,8.6,1.727,0.325,1487.9,573.8,0.724,1.59529,0.00088,12.905945
3,7.79,1.198,0.483,1111.4,475.5,0.872,1.30671,0.00102,16.153371
4,3.89,1.993,0.834,533.7,447.7,0.902,1.27877,0.00083,14.438443
5,2.23,1.839,0.484,354.7,452.5,0.897,1.31044,0.0009,14.488082
6,8.23,1.417,0.208,694.3,364.8,0.971,1.46319,0.00089,13.885052
7,7.84,1.471,0.571,411.1,306.0,1.001,1.44004,0.00095,13.350195
8,3.35,1.457,0.26,1181.1,527.3,0.805,1.30093,0.00085,16.395504
9,1.87,1.925,0.725,957.0,433.8,0.915,1.21611,0.00091,13.982951
10,3.55,1.221,0.302,377.1,496.8,0.846,1.43468,0.00085,14.624926
11,8.21,1.706,0.548,1198.1,337.9,0.987,1.55115,0.00096,10.627425
12,8.28,1.762,0.636,1085.8,412.2,0.935,1.48267,0.00084,11.716963
13,3.74,1.295,0.468,756.7,355.0,0.977,1.36612,0.00102,14.443767
14,4.94,1.622,0.229,825.2,365.6,0.97,1.24827,0.00086,14.964815
15,7.4,1.291,0.336,1663.1,390.9,0.952,1.56597,0.00083,12.280291
16,7.42,1.996,0.277,485.3,540.7,0.784,1.44464,0.00089,13.837888
17,6.27,1.881,0.69,1776.3,351.1,0.98,1.44375,0.00108,11.523313
18,7.45,1.319,0.524,634.7,341.9,0.985,1.38292,0.00081,13.829717
19,1.31,1.12,0.392,1640.8,448.2,0.901,1.07668,0.00086,18.520268
20,1.33,1.842,0.435,1527.7,373.8,0.965,1.03012,0.0008,19.580178
21,7.32,1.246,0.382,397.9,307.8,1.001,1.55814,0.00084,12.736231
22,5.72,1.422,0.33,1428.5,530.0,0.801,1.52684,0.00075,13.335128
23,5.15,1.505,0.235,1059.7,313.4,0.999,1.32609,0.00086,14.208437
24,2.44,1.842,0.675,1077.2,335.4,0.988,1.30222,0.00105,13.623022
25,1.37,1.369,0.21,1328.7,413.3,0.934,0.76196,0.00061,21.41075
26,8.74,1.316,0.523,1058.3,341.9,0.985,1.38215,0.00097,14.091748
27,1.44,1.953,0.795,512.6,564.3,0.743,1.06586,0.00094,15.700337
28,5.89,1.544,0.582,1522.3,593.6,0.678,1.30525,0.001,14.436609
29,6.42,1.848,0.709,354.7,352.9,0.978,1.45236,0.00101,11.908356
30,7.65,1.882,0.724,1195.1,492.4,0.852,1.40813,0.00085,11.765901
31,7.45,1.764,0.428,409.4,494.0,0.85,1.60189,0.00082,11.6376
32,3.84,1.274,0.419,1749.4,420.0,0.928,1.3867,0.00102,14.244144
33,4.27,1.975,0.322,1619.6,564.8,0.742,1.35249,0.00079,14.500628
34,3.36,1.432,0.553,376.4,583.5,0.703,1.24413,0.00093,16.264258
35,7.57,1.714,0.232,646.3,304.7,1.002,1.35938,0.00088,13.298271
36,4.58,1.752,0.333,1060.5,366.8,0.97,1.39793,0.00088,13.048803
37,4.76,1.486,0.582,356.8,431.3,0.918,1.35723,0.00097,14.607904
38,3.86,1.704,0.266,737.3,599.0,0.662,1.33176,0.00092,15.96162
39,4.06,1.946,0.794,422.4,497.6,0.845,1.30092,0.00095,14.045637
40,4.32,1.446,0.468,1325.2,507.7,0.832,1.41669,0.00093,13.356856
41,3.19,1.066,0.398,1660.9,464.0,0.885,1.23605,0.001,16.86538
42,7.49,1.683,0.567,901.0,455.9,0.893,1.50816,0.0008,11.240613
43,1.63,1.583,0.372,652.9,321.5,0.995,1.12262,0.00076,14.942857
44,7.64,1.188,0.299,1314.0,429.2,0.919,1.57259,0.00087,12.350555
45,6.18,1.494,0.382,1274.9,402.5,0.943,1.54882,0.00078,11.873432
46,3.91,1.785,0.207,654.5,591.0,0.684,1.12751,0.00078,18.531399
47,1.97,1.614,0.381,1720.4,556.6,0.757,1.22183,0.00099,16.401435
48,6.27,1.533,0.422,545.5,383.2,0.958,1.56516,0.00085,11.958415
49,2.56,1.146,0.437,1659.3,569.4,0.733,1.13862,0.00099,18.230154
50,7.99,1.99,0.39,1437.4,360.5,0.974,1.55206,0.00081,10.984272
51,2.69,1.837,0.767,1493.6,460.8,0.888,1.17295,0.00097,13.918659
52,4.55,1.467,0.357,316.2,393.0,0.95,1.49987,0.00092,12.529121
53,7.36,1.791,0.345,1188.9,599.2,0.662,1.57793,0.00082,11.630924
54,8.48,1.551,0.583,469.8,525.5,0.808,1.43031,0.00085,13.287637
55,8.47,1.082,0.35,510.9,455.4,0.894,1.51381,0.00091,13.824435
56,4.14,1.484,0.483,1574.1,529.6,0.802,1.39688,0.00104,13.577359
57,6.17,1.295,0.314,583.4,467.2,0.881,1.55735,0.00082,12.935887
58,4.5,1.219,0.375,416.1,438.8,0.91,1.47069,0.00077,14.126627
59,2.0,1.871,0.669,1703.0,506.3,0.834,1.2229,0.00095,13.906767
60,3.23,1.345,0.537,1276.7,542.9,0.781,1.17919,0.00101,15.812339
61,3.29,1.41,0.374,332.9,554.0,0.762,1.42453,0.00096,14.514176
62,8.23,1.632,0.559,1328.2,302.7,1.002,1.51517,0.00086,11.003378
63,7.32,1.964,0.311,869.1,440.0,0.909,1.46317,0.00076,13.209163
64,7.88,1.519,0.411,683.9,334.7,0.989,1.59619,0.00088,11.542852
65,8.12,1.426,0.528,1780.8,450.9,0.898,1.41051,0.00089,13.314447
66,2.21,1.068,0.341,737.2,597.2,0.668,1.23285,0.00092,18.074756
67,4.34,1.92,0.449,1080.5,342.3,0.985,1.45804,0.00093,12.071606
68,6.59,1.532,0.479,1298.1,543.4,0.78,1.48799,0.00088,11.935078
69,3.85,1.812,0.454,1411.2,564.8,0.742,1.44901,0.00077,12.520348
70,6.02,1.83,0.558,1483.4,308.8,1.0,1.52893,0.00094,10.763672
71,4.7,1.2,0.414,1768.7,596.8,0.669,1.30815,0.00087,15.502308
72,2.14,1.43,0.336,1756.1,500.5,0.842,1.23787,0.00097,19.402668
73,6.1,1.008,0.32,1783.5,450.4,0.899,1.44095,0.00088,18.917514
74,6.51,1.594,0.371,416.4,520.7,0.815,1.57759,0.00085,12.9604
75,6.8,1.591,0.373,427.8,336.0,0.988,1.57886,0.00079,12.021933
76,8.76,1.397,0.395,380.6,522.6,0.812,1.58681,0.0008,13.290679
77,1.97,1.784,0.658,898.8,591.6,0.683,1.17944,0.00104,14.632522
78,6.58,1.249,0.345,728.2,501.6,0.84,1.54248,0.00084,13.011229
79,5.07,1.046,0.379,841.3,544.4,0.778,1.32105,0.00095,17.807665
80,5.28,1.245,0.428,1395.5,586.9,0.695,1.35021,0.00087,16.026981
81,1.66,1.774,0.322,971.8,478.4,0.869,0.99419,0.00072,18.431035
82,3.73,1.338,0.341,560.3,387.2,0.955,1.4463,0.00088,13.204738
83,5.93,1.428,0.224,1372.6,399.3,0.945,1.39588,0.00079,13.734894
84,3.75,1.328,0.503,1494.7,363.4,0.972,1.30954,0.00092,13.934726
85,3.78,1.01,0.32,1286.5,464.8,0.884,1.37698,0.00097,14.883767
86,5.48,1.311,0.489,584.1,385.7,0.956,1.39955,0.00098,13.139422
87,2.88,1.277,0.439,1606.4,576.2,0.719,1.26119,0.00107,15.283424
88,5.95,1.027,0.358,1387.8,574.6,0.723,1.33624,0.001,15.464978
89,4.01,1.489,0.222,825.1,361.2,0.973,1.20629,0.00082,15.144518
90,8.28,1.209,0.404,1565.7,596.0,0.671,1.40582,0.00094,14.286029
91,8.15,1.975,0.625,1663.9,538.8,0.787,1.52363,0.00089,11.001493
92,5.62,1.194,0.383,901.0,557.1,0.757,1.43426,0.00089,13.591611
93,4.66,1.261,0.456,1108.2,408.8,0.938,1.37504,0.00091,14.857937
94,1.52,1.303,0.498,1295.8,384.5,0.957,1.11277,0.00083,17.025824
95,6.29,1.33,0.38,965.5,580.4,0.71,1.5001,0.00092,14.302955
96,2.82,1.07,0.38,1175.5,479.5,0.867,1.26226,0.00105,17.271627
97,8.57,1.113,0.394,795.9,496.6,0.847,1.43223,0.0009,15.326537
98,7.29,1.521,0.375,1743.2,377.1,0.962,1.57357,0.00072,12.364359
99,2.9,1.048,0.311,994.6,539.2,0.787,1.33924,0.0009,16.654915
100,7.02,1.489,0.376,1143.0,414.5,0.933,1.5729,0.00078,11.990328
101,2.32,1.353,0.45,954.9,494.1,0.85,1.28406,0.0009,14.971075
102,2.97,1.351,0.437,1284.4,581.3,0.708,1.31285,0.00104,14.724937
103,2.2,1.978,0.471,878.2,530.2,0.801,1.27507,0.00083,14.474704
104,1.39,1.726,0.704,1125.8,432.8,0.916,1.06495,0.00082,15.645832
105,5.06,1.387,0.541,378.7,426.3,0.922,1.35909,0.00101,15.008475
106,2.34,1.002,0.37,1634.7,481.1,0.865,1.17103,0.00093,18.513272
107,1.21,1.623,0.381,576.3,554.3,0.762,1.03934,0.0008,17.811644
108,6.79,1.725,0.273,761.7,353.0,0.978,1.4292,0.00093,13.407605
109,5.47,1.053,0.403,848.5,349.3,0.981,1.34048,0.00089,15.997305
110,5.24,1.345,0.21,478.7,592.7,0.68,1.43955,0.00092,15.723183
111,3.17,1.952,0.495,414.1,511.7,0.827,1.41576,0.00093,12.958065
112,5.81,1.857,0.732,356.6,544.8,0.778,1.36236,0.00097,12.969404
113,7.78,1.237,0.446,630.0,430.6,0.918,1.44804,0.00097,13.226964
114,2.37,1.522,0.367,1229.5,540.4,0.785,1.29681,0.00086,14.414021
115,7.57,1.958,0.428,548.3,376.4,0.963,1.58184,0.00083,10.980108
116,1.23,1.526,0.424,1765.7,464.0,0.885,1.07137,0.00084,16.386126
117,4.42,1.608,0.257,1354.0,343.2,0.984,1.281,0.00092,13.984112
118,5.38,1.582,0.393,623.0,342.5,0.985,1.5325,0.0009,11.538955
119,6.46,1.235,0.501,1256.7,374.8,0.964,1.30153,0.00085,14.605075
120,4.88,1.539,0.454,1325.1,346.7,0.982,1.49427,0.00089,11.579259
121,1.41,1.625,0.517,1785.3,322.8,0.995,1.14703,0.00089,14.384193
122,7.36,1.497,0.336,1421.4,528.4,0.803,1.57627,0.00077,12.333949
123,5.27,1.478,0.499,1015.8,465.1,0.883,1.4459,0.00084,13.221058
124,2.22,1.084,0.337,1236.8,514.9,0.823,1.2611,0.00082,16.857541
125,7.41,1.111,0.367,1709.2,355.9,0.977,1.47118,0.00091,13.326313
126,2.65,1.377,0.361,1689.0,317.8,0.997,1.33019,0.00092,13.409457
127,5.38,1.635,0.606,1166.7,419.7,0.928,1.40231,0.00091,12.31896
128,5.57,1.219,0.353,896.6,508.0,0.832,1.4968,0.00096,13.078188
129,6.71,1.769,0.365,1407.9,443.6,0.906,1.54198,0.00095,11.829861
130,6.61,1.723,0.57,1733.6,366.1,0.97,1.50072,0.0008,11.178827
131,3.28,1.23,0.333,520.4,440.8,0.908,1.41676,0.00087,14.200112
132,8.14,1.547,0.205,503.1,362.5,0.972,1.39448,0.00089,14.683774
133,4.47,1.859,0.442,963.8,392.3,0.951,1.47639,0.00086,12.172258
134,3.26,1.854,0.692,300.2,454.0,0.895,1.36217,0.00087,12.595948
135,6.79,1.577,0.38,1733.7,474.3,0.873,1.561,0.00086,12.621103
136,4.08,1.427,0.321,840.1,481.8,0.865,1.4498,0.00079,13.607642
137,4.35,1.465,0.264,1659.2,575.7,0.72,1.41119,0.0008,14.758925
138,6.49,1.508,0.353,1123.9,371.0,0.967,1.55581,0.00088,11.739167
139,3.36,1.01,0.375,1330.6,353.0,0.978,1.27108,0.00103,15.742078
140,2.86,1.691,0.483,561.5,472.4,0.875,1.39171,0.00096,12.93616
141,5.59,1.432,0.309,1478.7,541.2,0.784,1.51684,0.0009,12.919047
142,8.71,1.727,0.717,578.1,388.7,0.954,1.38597,0.00082,12.476227
143,8.88,1.681,0.375,444.4,471.1,0.877,1.62529,0.00068,11.358237
144,7.75,1.585,0.403,348.0,578.1,0.715,1.59444,0.00071,11.723004
145,8.59,1.423,0.339,460.0,559.1,0.753,1.61388,0.00078,12.713637
146,8.09,1.536,0.454,1427.0,467.7,0.881,1.55351,0.00086,11.96708
147,7.65,1.662,0.58,827.0,403.3,0.942,1.50084,0.00082,12.295847
148,5.99,1.143,0.389,607.3,427.4,0.921,1.45249,0.00086,14.019725
149,3.78,1.365,0.374,1084.5,498.5,0.844,1.43795,0.00085,14.179588
150,7.44,1.574,0.367,1093.5,341.8,0.985,1.58348,0.00081,11.510758
151,6.67,1.542,0.522,822.4,373.4,0.965,1.50054,0.00086,12.037255
152,2.83,1.536,0.617,1394.1,545.2,0.777,1.16919,0.00101,15.38105
153,2.76,1.106,0.382,1010.2,335.4,0.988,1.30975,0.00098,15.580216
154,8.01,1.32,0.345,1369.5,414.9,0.932,1.58015,0.00087,11.947637
155,7.11,1.814,0.425,393.8,561.8,0.748,1.59527,0.00086,11.865557
156,2.11,1.57,0.331,1431.9,472.7,0.875,1.18511,0.00089,16.292923
157,4.19,1.772,0.726,1107.1,595.5,0.672,1.1939,0.00091,15.021798
158,2.56,1.11,0.375,902.8,575.3,0.721,1.25136,0.00088,16.311123
159,5.46,1.494,0.563,1030.6,346.7,0.982,1.3987,0.00092,13.303365
160,8.11,1.229,0.225,523.2,371.8,0.966,1.56472,0.00085,12.782167
161,7.39,1.977,0.786,1022.1,495.5,0.848,1.38385,0.00098,12.819018
162,4.88,1.551,0.275,1768.6,337.2,0.987,1.37692,0.00074,13.579353
163,3.41,1.716,0.458,1326.3,309.6,1.0,1.41769,0.00087,11.643085
164,6.78,1.568,0.34,1317.9,520.6,0.815,1.56159,0.0008,11.739148
165,7.6,1.545,0.606,1089.6,450.4,0.899,1.37891,0.00084,13.285802
166,8.94,1.77,0.425,534.2,528.1,0.804,1.62646,0.0008,10.964021
167,7.89,1.704,0.707,568.2,574.2,0.723,1.30668,0.00095,13.493387
168,6.86,1.081,0.378,461.1,526.1,0.807,1.42237,0.00089,15.223536
169,5.9,1.95,0.819,630.3,305.9,1.001,1.35202,0.00087,12.034092
170,2.15,1.889,0.533,1757.0,501.0,0.841,1.28808,0.00077,13.82013
171,8.88,1.187,0.298,727.1,378.4,0.961,1.61084,0.00076,12.089252
172,8.47,1.282,0.209,549.8,484.6,0.861,1.5528,0.00094,13.237077
173,1.69,1.983,0.423,950.0,395.1,0.949,1.08166,0.00072,15.291483
174,8.77,1.644,0.64,967.3,578.4,0.714,1.36043,0.00093,13.16656
175,3.52,1.358,0.422,1049.2,452.9,0.896,1.4074,0.00089,14.034508
176,6.08,1.481,0.469,1070.1,399.9,0.945,1.5069,0.00085,12.316715
177,7.39,1.557,0.475,333.4,308.3,1.0,1.57689,0.0009,10.942665
178,1.01,1.115,0.412,756.7,316.7,0.997,1.01378,0.00084,17.409846
179,5.62,1.494,0.462,434.8,430.7,0.918,1.52094,0.0008,12.831879
180,5.12,1.124,0.225,1482.8,421.1,0.927,1.46452,0.00094,18.291313
181,2.58,1.458,0.225,1774.6,486.8,0.859,1.07688,0.00087,22.228994
182,3.0,1.744,0.308,1097.3,482.2,0.864,1.23342,0.00085,18.735421
183,1.75,1.371,0.48,680.7,528.3,0.803,1.18952,0.00086,18.696269
184,2.9,1.125,0.321,1332.3,494.8,0.849,1.35152,0.00092,17.954156
185,1.8,1.838,0.692,842.9,491.5,0.853,1.19158,0.00091,16.777212
186,4.99,1.846,0.556,1579.4,487.5,0.858,1.48674,0.00093,13.882411
187,4.47,1.886,0.648,679.5,314.0,0.998,1.46716,0.00083,13.680814
188,8.4,1.645,0.554,698.6,549.0,0.771,1.49315,0.00084,14.976821
189,8.63,1.685,0.606,1019.5,537.6,0.789,1.44851,0.00079,15.436975
190,3.55,1.346,0.292,1650.7,529.7,0.801,1.39168,0.00091,17.22119
191,6.98,1.886,0.329,597.1,458.8,0.89,1.50661,0.00079,14.30632
192,6.72,1.341,0.226,413.3,551.8,0.766,1.52501,0.00089,16.2476
193,1.58,1.981,0.507,1283.7,411.8,0.935,1.15036,0.00091,16.693207
194,8.18,1.333,0.26,799.8,385.6,0.956,1.58035,0.00085,14.082121
195,2.76,1.531,0.203,1324.8,355.2,0.977,0.94174,0.00084,22.436912
196,1.64,1.554,0.493,916.9,385.2,0.956,1.21468,0.00104,14.942111
197,7.86,1.856,0.567,604.5,595.2,0.673,1.52773,0.00089,12.523599
198,4.03,1.724,0.527,1521.3,485.0,0.861,1.44052,0.00088,13.960704
199,6.74,1.555,0.539,1355.1,478.6,0.868,1.45293,0.00092,12.642563
200,2.97,1.109,0.315,1740.1,577.0,0.717,1.33069,0.00094,17.369952
201,1.03,1.099,0.36,603.2,508.5,0.831,1.03045,0.00081,19.06028
202,1.37,1.631,0.382,331.7,486.7,0.859,1.07774,0.00088,17.7303
203,3.87,1.161,0.306,1772.6,397.8,0.947,1.42776,0.00087,14.566889
204,3.46,1.292,0.4,1044.1,515.0,0.822,1.38851,0.00087,14.953702
205,2.27,1.277,0.312,396.0,518.0,0.818,1.2965,0.00096,16.400516
206,4.04,1.947,0.49,1421.5,532.0,0.798,1.46131,0.00097,12.423417
207,2.59,1.274,0.513,788.2,329.9,0.991,1.20554,0.00099,16.209984
208,8.06,1.17,0.259,823.8,482.7,0.864,1.59497,0.00081,13.102646
209,5.71,1.709,0.258,1239.4,371.6,0.966,1.34386,0.00082,13.781264
210,3.15,1.541,0.404,355.0,547.5,0.773,1.41593,0.00092,13.945019
211,1.23,1.232,0.493,907.4,586.8,0.695,0.95289,0.00092,19.020798
212,4.58,1.262,0.474,654.2,359.1,0.975,1.36665,0.00098,14.338281
213,6.11,1.602,0.361,739.8,447.8,0.901,1.55086,0.00094,14.984734
214,4.41,1.868,0.782,1383.3,593.8,0.677,1.17761,0.00087,16.912436
215,5.61,1.139,0.241,608.8,475.0,0.872,1.52106,0.00095,15.727088
216,5.22,1.495,0.454,514.4,394.8,0.949,1.51475,0.00082,13.676277
217,4.12,1.081,0.33,1403.2,391.3,0.952,1.42563,0.00094,16.469401
218,7.3,1.673,0.529,560.5,421.5,0.927,1.55149,0.00075,13.891429
219,2.34,1.281,0.228,1576.0,529.1,0.802,1.15135,0.00084,20.813373
220,4.34,1.281,0.362,838.4,427.3,0.921,1.47314,0.00088,15.24778
221,8.19,1.884,0.492,588.9,564.3,0.743,1.59943,0.00089,11.930364
222,6.13,1.571,0.245,1513.1,508.8,0.831,1.43192,0.00092,15.455323
223,3.75,1.68,0.249,1642.5,507.9,0.832,1.21591,0.00089,18.796788
224,1.4,1.453,0.534,1697.9,434.2,0.915,1.10552,0.00091,17.889276
225,7.11,1.923,0.635,948.7,513.9,0.824,1.50761,0.00087,12.353807
226,2.33,1.955,0.813,876.5,322.4,0.995,1.20813,0.00103,15.993083
227,4.63,1.954,0.425,406.7,370.3,0.967,1.46466,0.00094,13.420679
228,1.41,1.576,0.358,1223.1,573.7,0.724,1.0878,0.00079,18.610157
229,6.72,1.912,0.498,1732.6,355.0,0.977,1.56364,0.00085,11.586862
230,2.61,1.697,0.621,314.1,438.4,0.911,1.32152,0.00102,14.072903
231,5.82,1.596,0.394,350.9,348.1,0.981,1.55627,0.00082,12.294436
232,1.09,1.942,0.313,1506.4,473.3,0.874,0.71091,0.00065,22.043979
233,8.3,1.265,0.36,433.9,491.6,0.853,1.57618,0.00084,13.495153
234,2.17,1.797,0.304,1616.9,345.4,0.983,1.0165,0.00076,16.961692
235,7.61,1.317,0.415,324.4,536.8,0.791,1.52069,0.001,13.3762
236,3.33,1.506,0.292,1784.6,402.1,0.943,1.30106,0.00082,15.416304
237,6.96,1.148,0.393,572.3,553.0,0.764,1.42786,0.00081,15.215783
238,7.95,1.663,0.505,725.8,480.2,0.866,1.56197,0.00083,13.641876
239,3.51,1.695,0.245,1389.2,592.7,0.68,1.23562,0.00082,18.962653
240,5.39,1.975,0.482,627.2,552.9,0.764,1.53853,0.00079,12.768122
241,2.57,1.01,0.302,694.5,527.9,0.804,1.31624,0.00097,17.932918
242,2.39,1.383,0.412,1089.9,526.6,0.806,1.31047,0.00096,15.838459
243,1.85,1.206,0.402,1714.7,397.6,0.947,1.20869,0.00092,16.822717
244,7.67,1.877,0.599,1464.5,480.8,0.866,1.52894,0.0009,11.68349
245,3.3,1.41,0.34,486.4,566.9,0.738,1.4162,0.00082,15.387556
246,7.08,1.896,0.778,854.8,317.8,0.997,1.38663,0.00088,12.698133
247,8.64,1.489,0.35,852.1,547.9,0.773,1.60668,0.00077,12.395475
248,4.16,1.749,0.722,1640.0,590.7,0.685,1.17304,0.00098,15.935648
249,1.9,1.278,0.518,1131.4,513.8,0.824,1.07574,0.00101,18.763213
250,6.27,1.049,0.387,1538.9,300.1,1.003,1.37338,0.00095,15.485803
251,3.75,1.97,0.757,896.8,390.9,0.952,1.35891,0.00093,13.324875
252,3.21,1.277,0.37,767.6,566.8,0.738,1.38371,0.00101,16.885732
253,6.9,1.387,0.211,571.3,367.1,0.969,1.42987,0.00088,14.755158
254,4.5,1.477,0.484,1706.5,313.2,0.999,1.44163,0.00078,13.19203
255,3.5,1.688,0.312,360.5,569.6,0.733,1.36447,0.00082,15.756413
256,3.85,1.243,0.356,1596.6,445.8,0.904,1.42631,0.00097,14.824929
257,5.37,1.749,0.505,1705.9,338.8,0.987,1.51488,0.00081,12.04122
258,1.33,1.764,0.343,611.5,311.0,0.999,0.90662,0.00081,17.006751
259,3.98,1.899,0.646,1215.9,395.9,0.948,1.42852,0.00078,11.889182
260,4.78,1.72,0.627,1708.9,537.4,0.79,1.35477,0.00086,13.629715
261,7.18,1.61,0.22,1515.6,378.6,0.961,1.36404,0.00094,14.511787
262,6.86,1.646,0.524,381.8,307.2,1.001,1.55701,0.0009,11.767364
263,3.77,1.438,0.561,463.5,321.8,0.995,1.33619,0.00099,15.033344
264,2.77,1.771,0.545,1479.6,573.7,0.724,1.34098,0.00101,14.067147
265,2.85,1.836,0.466,1777.9,413.7,0.933,1.35332,0.00093,13.858038
266,2.15,1.823,0.603,1534.4,404.9,0.941,1.28592,0.00095,14.336579
267,8.81,1.164,0.343,896.6,537.4,0.79,1.53317,0.00081,13.830777
268,3.76,1.599,0.44,1785.9,326.0,0.993,1.43792,0.00093,13.035255
269,8.04,1.864,0.637,338.7,380.6,0.96,1.54903,0.00088,11.602818
270,3.48,1.34,0.496,820.9,324.8,0.994,1.34137,0.0009,14.737102
271,3.55,1.171,0.385,1511.2,310.0,1.0,1.37953,0.00105,14.627666
272,6.58,1.881,0.668,1384.5,334.6,0.989,1.47854,0.00104,11.454496
273,2.0,1.268,0.415,799.6,355.4,0.977,1.26356,0.00097,15.76494
274,8.32,1.79,0.654,893.6,520.3,0.815,1.45188,0.00093,12.049613
275,2.27,1.536,0.261,1694.4,419.8,0.928,1.06448,0.00087,18.425691
276,3.82,1.906,0.443,616.5,487.3,0.858,1.44136,0.00084,13.230018
277,3.45,1.439,0.419,992.3,566.2,0.74,1.40135,0.00091,14.756518
278,5.69,1.66,0.388,1205.8,441.6,0.908,1.53049,0.00086,12.241898
279,3.45,1.712,0.573,721.7,500.1,0.842,1.39541,0.00081,13.752243
280,6.56,1.19,0.351,1777.6,375.9,0.963,1.51312,0.00097,13.495563
281,2.94,1.164,0.413,678.7,447.5,0.902,1.30707,0.00093,16.465539
282,1.17,1.168,0.463,1456.0,372.0,0.966,0.99626,0.00091,19.504644
283,6.47,1.766,0.302,1229.4,548.7,0.771,1.50114,0.00089,14.279228
284,5.55,1.332,0.338,841.9,494.8,0.849,1.53018,0.00083,13.65894
285,7.97,1.084,0.222,994.3,372.7,0.966,1.57929,0.00074,13.637854
286,4.18,1.007,0.357,1528.3,424.2,0.924,1.32702,0.00087,16.819096
287,7.95,1.138,0.39,1354.9,327.5,0.992,1.47074,0.00099,13.527599
288,6.22,1.774,0.335,1135.8,334.2,0.989,1.48155,0.00075,12.43768
289,2.03,1.354,0.274,1295.8,323.2,0.994,1.12222,0.0009,16.315689
290,5.95,1.882,0.555,1672.9,424.4,0.924,1.52606,0.00089,11.952409
291,4.18,1.892,0.517,1787.9,462.2,0.887,1.4667,0.00085,12.872869
292,8.21,1.98,0.545,829.5,463.6,0.885,1.59987,0.00088,11.103536
293,8.73,1.472,0.345,941.3,524.9,0.808,1.60961,0.00087,12.086218
294,4.37,1.74,0.617,330.3,447.9,0.901,1.43406,0.00091,12.972021
295,6.18,1.378,0.389,1448.3,535.0,0.793,1.51141,0.00082,13.226716
296,8.86,1.714,0.533,854.4,416.0,0.931,1.57242,0.00073,11.437456
297,8.41,1.141,0.409,1250.1,489.9,0.855,1.40979,0.00093,14.583213
298,7.56,1.439,0.507,1674.1,525.8,0.807,1.42035,0.00079,13.837926
299,4.25,1.332,0.519,551.5,435.7,0.913,1.31806,0.00098,17.195459
300,4.15,1.376,0.322,964.6,582.4,0.705,1.46266,0.00084,15.355036
301,3.6,1.031,0.325,507.9,589.5,0.688,1.35455,0.00096,17.802605
302,2.41,1.099,0.36,413.9,470.6,0.877,1.3048,0.0008,18.868343
303,3.8,1.874,0.436,1285.7,334.9,0.989,1.4167,0.00093,12.72256
304,3.61,1.609,0.629,1411.9,443.2,0.906,1.28514,0.001,14.534818
305,8.52,1.018,0.382,1548.1,387.9,0.954,1.37221,0.00092,16.867781
306,5.65,1.386,0.391,887.3,570.6,0.731,1.49895,0.0009,13.706944
307,3.69,1.43,0.442,986.7,317.5,0.997,1.43507,0.00085,13.362888
308,8.28,1.579,0.239,1129.7,526.0,0.807,1.51758,0.00085,14.031875
309,7.3,1.395,0.564,1774.7,427.8,0.921,1.31439,0.00104,15.480525
310,8.16,1.278,0.5,620.8,592.6,0.68,1.31589,0.00084,16.010713
311,2.44,1.305,0.441,940.1,333.0,0.99,1.30941,0.00092,14.854788
312,3.48,1.45,0.535,890.7,578.1,0.715,1.27339,0.00091,15.107532
313,5.38,1.788,0.685,1285.3,363.4,0.972,1.39288,0.00092,12.462324
314,6.87,1.119,0.253,365.6,317.9,0.997,1.57651,0.00075,13.34082
315,7.91,1.631,0.528,1491.9,546.1,0.776,1.48971,0.00074,13.736219
316,7.47,1.054,0.396,1761.9,312.5,0.999,1.3692,0.00092,16.294779
317,3.87,1.64,0.303,1134.0,380.8,0.96,1.33005,0.00087,14.932276
318,8.24,1.647,0.403,748.6,508.0,0.832,1.60587,0.00073,12.947406
319,3.11,1.164,0.317,395.9,307.2,1.001,1.40599,0.00097,15.319579
320,2.65,1.31,0.266,1101.4,441.8,0.907,1.25529,0.00076,17.248226
321,5.57,1.817,0.491,1284.6,548.7,0.771,1.52199,0.00079,12.54857
322,8.16,1.36,0.505,1307.8,490.9,0.854,1.40126,0.00091,14.063711
323,3.86,1.673,0.294,530.1,303.3,1.002,1.29205,0.00078,14.304401
324,8.83,1.364,0.334,1322.1,329.4,0.991,1.60457,0.00078,12.235082
325,8.02,1.733,0.398,300.4,455.5,0.894,1.61414,0.00075,12.107296
326,7.66,1.246,0.409,390.1,356.6,0.976,1.53204,0.00096,13.782439
327,6.9,1.677,0.36,978.0,394.4,0.949,1.55891,0.00085,12.688121
328,7.11,1.78,0.691,1409.9,398.1,0.946,1.40406,0.00095,13.161146
329,4.43,1.318,0.5,949.8,323.8,0.994,1.35264,0.00096,15.138013
330,6.73,1.445,0.51,539.8,387.4,0.955,1.47964,0.00089,13.784089
331,8.64,1.162,0.348,1713.6,502.9,0.839,1.51539,0.00075,15.825877
332,5.37,1.844,0.361,1546.4,592.8,0.68,1.50411,0.0009,14.015408
333,3.92,1.552,0.425,1501.8,456.2,0.893,1.44834,0.0008,14.173646
334,1.41,1.712,0.294,922.8,414.0,0.933,0.85795,0.00066,20.253771
335,7.71,1.497,0.458,343.6,597.8,0.666,1.51622,0.00085,14.41123
