,Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev,time_taken
7141,8.14,1.835,0.636,1193.0,427.3,0.921,1.50679,0.0009,10.388512
7142,4.9,1.116,0.426,521.4,493.6,0.85,1.31561,0.00089,15.698732
7143,7.49,1.932,0.219,544.0,506.0,0.835,1.29619,0.00073,15.330546
7144,6.41,1.067,0.392,1186.7,568.1,0.736,1.31331,0.00084,15.234761
7145,4.86,1.612,0.482,660.6,354.2,0.978,1.50789,0.00076,11.278812
7146,3.03,1.675,0.31,345.9,386.2,0.956,1.24761,0.00076,14.231421
7147,7.51,1.934,0.413,698.0,524.3,0.809,1.59124,0.00085,10.930094
7148,8.38,1.3,0.342,1507.3,490.9,0.854,1.57376,0.00093,11.700888
7149,4.72,1.402,0.5,796.1,554.4,0.761,1.36413,0.00087,13.655973
7150,7.22,1.878,0.433,1141.0,401.5,0.944,1.57779,0.00075,10.600323
7151,8.43,1.171,0.472,1397.4,303.2,1.002,1.33892,0.00082,13.739986
7152,1.85,1.836,0.364,1417.4,404.9,0.941,1.07319,0.00083,15.734169
7153,5.82,1.031,0.361,1097.8,597.0,0.668,1.31847,0.00101,16.273653
7154,4.67,1.527,0.339,1279.6,457.5,0.892,1.47492,0.0009,12.469726
7155,3.66,1.335,0.489,350.4,416.0,0.931,1.36415,0.00088,13.769902
7156,1.49,1.331,0.472,474.6,344.9,0.983,1.17227,0.00102,14.980172
7157,4.01,1.044,0.377,1281.6,414.0,0.933,1.31855,0.00086,14.881875
7158,1.87,1.991,0.285,789.5,442.1,0.907,0.84917,0.00073,19.227881
7159,1.05,1.845,0.246,1341.4,534.5,0.794,0.59353,0.00056,23.600123
7160,8.11,1.741,0.313,878.1,393.8,0.95,1.54368,0.00088,11.711338
7161,4.34,1.706,0.466,1058.0,593.2,0.679,1.46454,0.00091,12.819148
7162,6.44,1.953,0.611,1320.1,495.2,0.848,1.51849,0.00078,10.87987
7163,6.44,1.686,0.26,446.2,396.1,0.948,1.4113,0.00082,13.246898
7164,7.67,1.02,0.285,603.1,501.1,0.841,1.5461,0.00087,12.770168
7165,2.79,1.095,0.312,530.7,310.7,1.0,1.37073,0.00096,13.824709
7166,7.82,1.094,0.369,863.0,358.3,0.975,1.48392,0.00086,12.872361
7167,6.19,1.05,0.364,618.3,442.3,0.907,1.43021,0.00102,14.187676
7168,4.72,1.414,0.402,758.7,540.5,0.785,1.48134,0.00083,13.024943
7169,8.84,1.119,0.246,1301.6,581.0,0.709,1.58896,0.00087,13.107976
7170,3.18,1.775,0.333,482.2,470.6,0.877,1.29314,0.00094,14.705305
7171,7.04,1.98,0.571,1363.3,438.4,0.911,1.56295,0.00087,10.58759
7172,1.65,1.255,0.426,701.4,348.8,0.981,1.20395,0.00097,14.979956
7173,3.69,1.842,0.665,646.0,411.5,0.935,1.39605,0.00103,11.801905
7174,6.37,1.122,0.371,1326.6,461.0,0.888,1.44508,0.00088,13.339837
7175,6.82,1.688,0.405,1712.2,509.0,0.831,1.56221,0.00095,11.263844
7176,6.58,1.868,0.729,664.3,379.6,0.961,1.42211,0.001,11.422234
7177,5.68,1.863,0.567,930.4,534.5,0.794,1.5059,0.00082,11.064865
7178,1.77,1.161,0.432,1657.7,524.6,0.809,1.10983,0.00096,17.229741
7179,7.1,1.506,0.243,1065.3,516.1,0.821,1.5004,0.00089,13.153068
7180,4.58,1.406,0.457,899.6,422.8,0.925,1.44983,0.00087,12.113303
7181,4.7,1.954,0.722,1497.4,450.3,0.899,1.39086,0.00083,11.643116
7182,5.33,1.042,0.265,374.1,394.3,0.949,1.52862,0.00081,13.356862
7183,5.4,1.391,0.398,423.4,493.9,0.85,1.52383,0.00077,12.530504
7184,2.12,1.68,0.423,550.7,300.6,1.003,1.26091,0.00093,12.768053
7185,8.54,1.786,0.647,1328.5,400.6,0.944,1.48008,0.00084,10.671884
7186,5.67,1.666,0.341,442.9,412.1,0.935,1.50979,0.00086,12.28488
7187,5.82,1.974,0.607,1088.7,301.5,1.003,1.53319,0.00093,10.323518
7188,6.62,1.199,0.467,906.1,407.2,0.939,1.35134,0.00089,13.996251
7189,5.79,1.727,0.715,629.1,339.2,0.986,1.34646,0.00087,12.246336
7190,2.36,1.414,0.34,1400.5,347.1,0.982,1.26848,0.00105,13.903981
7191,5.11,1.509,0.377,1175.3,491.0,0.854,1.51361,0.00089,11.903094
7192,8.0,1.247,0.329,1206.0,357.1,0.976,1.582,0.00077,11.145194
7193,3.85,1.156,0.387,1373.1,366.7,0.97,1.38394,0.00084,14.027892
7194,6.09,1.294,0.438,640.5,336.9,0.988,1.48446,0.00103,12.407606
7195,7.28,1.979,0.548,1701.5,375.8,0.963,1.57218,0.00083,10.234416
7196,5.73,1.484,0.5,934.4,466.0,0.882,1.46041,0.00092,11.93875
7197,7.45,1.868,0.61,456.2,360.3,0.974,1.55993,0.00083,10.885324
7198,3.04,1.431,0.345,1438.6,562.1,0.747,1.37307,0.00098,14.125964
7199,1.23,1.985,0.566,1036.2,401.6,0.944,1.09386,0.00084,14.765074
7200,6.12,1.208,0.489,1326.1,450.4,0.899,1.27366,0.00098,15.224078
7201,2.24,1.119,0.449,1215.5,427.6,0.921,1.12499,0.00099,16.594651
7202,8.03,1.253,0.31,1007.4,506.7,0.834,1.58512,0.00076,12.317543
7203,3.6,1.222,0.247,799.2,526.6,0.806,1.38624,0.00091,15.174494
7204,5.21,1.706,0.591,1152.0,432.0,0.917,1.4458,0.00086,11.671459
7205,3.61,1.947,0.679,369.3,483.2,0.863,1.41165,0.00087,11.912312
7206,5.15,1.549,0.354,1601.1,387.1,0.955,1.49616,0.00079,11.877755
7207,7.17,1.881,0.437,1604.6,448.9,0.9,1.57194,0.00082,10.874414
7208,8.77,1.112,0.257,1441.0,532.6,0.797,1.58971,0.00086,12.360685
7209,3.71,1.362,0.543,872.1,386.0,0.956,1.27508,0.00087,14.003194
7210,8.12,1.924,0.228,879.2,439.5,0.91,1.32122,0.00093,14.159156
7211,1.84,1.107,0.391,1298.3,585.5,0.698,1.12947,0.00093,16.909485
7212,8.18,1.211,0.312,762.3,501.7,0.84,1.58629,0.00083,12.437819
7213,7.06,1.108,0.302,343.5,391.7,0.951,1.57409,0.00079,12.468443
7214,3.97,1.447,0.377,432.9,469.3,0.879,1.4718,0.00091,13.083908
7215,3.9,1.149,0.383,645.2,455.1,0.894,1.39497,0.00096,14.31513
7216,5.76,1.617,0.301,1636.8,422.3,0.926,1.46618,0.001,12.611014
7217,7.37,1.35,0.383,766.7,403.2,0.942,1.56872,0.0008,11.767952
7218,8.36,1.35,0.298,1043.7,462.5,0.886,1.60146,0.0009,11.925175
7219,8.76,1.324,0.442,1441.2,348.9,0.981,1.50925,0.00087,11.562739
7220,3.5,1.502,0.353,568.5,589.8,0.687,1.42983,0.00093,13.420524
7221,1.69,1.006,0.333,1663.2,345.2,0.983,1.17167,0.00085,16.130939
7222,6.46,1.022,0.335,1505.7,420.5,0.927,1.44283,0.00107,13.850293
7223,6.39,1.632,0.522,424.0,379.2,0.961,1.53885,0.00088,11.536945
7224,3.8,1.659,0.378,1729.3,560.8,0.75,1.42964,0.0009,13.374811
7225,7.47,1.05,0.345,1615.8,518.4,0.818,1.43239,0.00081,14.19949
7226,2.88,1.956,0.282,1196.4,485.1,0.861,1.06668,0.00071,16.938774
7227,6.74,1.815,0.221,1382.8,497.2,0.846,1.30237,0.00087,14.916421
7228,6.35,1.747,0.649,838.4,447.6,0.902,1.43152,0.00101,12.1867
7229,3.91,1.644,0.476,1721.2,593.2,0.679,1.41285,0.00093,12.668092
7230,5.6,1.516,0.247,1734.8,344.7,0.983,1.37923,0.0009,12.998725
7231,6.43,1.244,0.432,1378.9,576.3,0.719,1.37473,0.00077,13.68749
7232,8.66,1.007,0.241,1124.1,394.0,0.95,1.59449,0.00078,12.468407
7233,2.41,1.201,0.36,1692.2,561.7,0.748,1.2802,0.00099,15.669178
7234,6.77,1.759,0.565,1390.7,330.5,0.991,1.52732,0.00091,10.411235
7235,6.81,1.228,0.484,1048.9,306.1,1.001,1.35501,0.0008,14.0363
7236,1.45,1.981,0.559,509.8,389.0,0.954,1.16449,0.0009,13.728165
7237,8.45,1.51,0.604,1719.6,564.5,0.743,1.30603,0.00088,13.544991
7238,1.53,1.509,0.237,1746.6,560.4,0.751,0.89371,0.00071,20.560743
7239,6.71,1.57,0.337,1555.7,345.8,0.983,1.54163,0.00084,11.031984
7240,3.8,1.696,0.322,1511.1,375.5,0.964,1.33318,0.00082,13.205205
7241,2.61,1.326,0.314,1597.2,568.3,0.735,1.31778,0.00091,15.300831
7242,1.6,1.584,0.544,394.4,568.5,0.735,1.18645,0.00088,15.103349
7243,8.0,1.226,0.451,870.2,345.8,0.983,1.44021,0.001,12.747145
7244,7.93,1.409,0.52,975.6,341.2,0.985,1.45061,0.00086,12.201871
7245,2.58,1.239,0.356,1693.7,380.8,0.96,1.3254,0.00085,14.020111
7246,5.14,1.321,0.32,966.6,559.4,0.752,1.50938,0.00094,13.017058
7247,7.4,1.316,0.517,1487.0,361.6,0.973,1.35915,0.00097,13.242948
7248,5.2,1.606,0.208,342.8,359.0,0.975,1.20536,0.00088,14.747991
7249,8.81,1.105,0.368,1377.5,389.3,0.953,1.48698,0.00091,12.585185
7250,4.42,1.53,0.53,1635.9,339.5,0.986,1.41371,0.00078,12.228685
7251,1.78,1.427,0.355,1077.5,467.9,0.88,1.19227,0.00072,15.749615
7252,7.11,1.444,0.303,1511.6,529.1,0.802,1.56561,0.00094,12.065379
7253,4.19,1.731,0.306,453.1,435.3,0.914,1.35503,0.00089,14.210603
7254,8.4,1.798,0.513,941.3,320.5,0.996,1.5975,0.00092,9.919817
7255,6.39,1.456,0.478,519.2,533.4,0.796,1.48128,0.0009,12.650347
7256,1.29,1.518,0.502,1391.1,537.5,0.789,1.10456,0.00084,15.504118
7257,7.9,1.427,0.565,1393.2,345.8,0.983,1.37672,0.001,12.622838
7258,3.32,1.045,0.342,848.7,490.9,0.854,1.35026,0.00099,15.358706
7259,5.37,1.78,0.363,1235.0,490.4,0.854,1.49389,0.00077,12.319261
7260,5.84,1.832,0.339,777.2,436.8,0.912,1.4764,0.00081,12.708742
7261,7.16,1.048,0.231,1338.4,377.6,0.962,1.56054,0.00084,12.425667
7262,6.29,1.662,0.458,659.4,454.5,0.895,1.56076,0.00094,11.236357
7263,3.51,1.245,0.442,1149.2,590.0,0.687,1.27069,0.00089,14.937045
7264,5.53,1.015,0.316,1464.7,399.3,0.945,1.45637,0.00097,13.542057
7265,5.65,1.042,0.358,544.2,592.5,0.68,1.35984,0.00088,15.646322
7266,1.31,1.457,0.471,690.7,560.7,0.75,1.12354,0.00097,15.770837
7267,7.21,1.247,0.38,913.7,529.6,0.802,1.50457,0.00089,12.351102
7268,3.93,1.473,0.468,788.7,375.8,0.963,1.4438,0.00099,12.496402
7269,7.68,1.354,0.396,982.2,510.0,0.829,1.54119,0.00085,12.040014
7270,5.13,1.781,0.376,915.2,303.8,1.002,1.47356,0.00092,11.1313
7271,5.22,1.739,0.448,1074.2,520.6,0.815,1.52208,0.00093,11.820176
7272,8.63,1.875,0.326,821.9,596.4,0.67,1.59808,0.0009,11.479699
7273,3.23,1.699,0.616,528.0,347.2,0.982,1.37501,0.00095,12.195545
7274,5.6,1.929,0.636,583.3,410.5,0.936,1.51045,0.00088,10.650885
7275,3.81,1.607,0.364,478.1,475.9,0.871,1.43861,0.00082,13.112363
7276,4.47,1.518,0.497,910.3,528.9,0.803,1.42633,0.00088,12.252884
7277,5.66,1.216,0.342,1274.6,515.2,0.822,1.49523,0.00095,12.730551
7278,5.29,1.57,0.43,1647.8,440.4,0.909,1.50999,0.00082,12.108313
7279,7.57,1.913,0.469,1762.6,320.5,0.996,1.57942,0.00089,10.129231
7280,1.6,1.927,0.253,1187.5,550.8,0.768,0.77097,0.00063,20.995534
7281,5.17,1.592,0.596,1704.5,423.8,0.924,1.37162,0.0008,12.591334
7282,5.29,1.326,0.292,1433.3,586.9,0.695,1.50428,0.00083,12.939985
7283,4.12,1.535,0.366,584.4,525.2,0.808,1.47223,0.00084,12.597631
7284,3.44,1.85,0.269,958.2,377.0,0.962,1.11297,0.0008,15.476319
7285,2.52,1.177,0.453,1100.9,587.1,0.694,1.13222,0.00096,17.303927
7286,6.65,1.955,0.721,1249.9,515.7,0.822,1.42264,0.00089,11.21804
7287,3.22,1.052,0.351,356.6,512.7,0.826,1.34888,0.00088,16.459741
7288,3.17,1.132,0.408,752.9,353.0,0.978,1.32217,0.00093,15.043525
7289,3.84,1.717,0.308,363.3,366.4,0.97,1.3143,0.00081,13.735176
7290,2.98,1.402,0.46,1101.5,449.7,0.9,1.35376,0.00103,13.601926
7291,4.51,1.627,0.647,620.1,458.4,0.891,1.32337,0.00089,12.993823
7292,5.03,1.484,0.51,311.0,371.6,0.966,1.47323,0.00085,11.98133
7293,3.41,1.006,0.395,1647.3,406.0,0.94,1.1988,0.00093,17.421081
7294,7.36,1.638,0.579,1211.2,388.7,0.954,1.47582,0.00088,11.006317
7295,5.1,1.491,0.324,1693.1,456.3,0.893,1.48698,0.00077,12.714592
7296,8.42,1.658,0.606,562.2,369.1,0.968,1.49443,0.00094,11.232146
7297,1.54,1.562,0.208,313.4,437.6,0.912,0.71715,0.00067,21.146491
7298,6.24,1.949,0.729,1115.2,344.7,0.983,1.44663,0.00085,10.965494
7299,4.43,1.379,0.507,1540.4,475.2,0.872,1.33744,0.00098,13.458921
7300,5.17,1.092,0.422,426.5,451.1,0.898,1.32584,0.00104,16.286633
7301,7.38,1.039,0.406,736.4,583.0,0.704,1.27388,0.00095,17.249797
7302,2.39,1.134,0.446,1484.4,404.9,0.941,1.15843,0.00093,16.216993
7303,8.53,1.685,0.393,874.7,417.3,0.93,1.61293,0.00087,10.924754
7304,6.5,1.646,0.292,1430.8,329.0,0.992,1.46597,0.00077,11.66938
7305,8.38,1.004,0.325,1793.1,529.5,0.802,1.43861,0.0009,14.321384
7306,6.64,1.806,0.494,748.4,332.2,0.99,1.57308,0.00085,10.650666
7307,6.41,1.044,0.411,336.3,470.4,0.878,1.32563,0.00092,16.257683
7308,8.29,1.571,0.464,1134.8,538.5,0.788,1.5466,0.00098,11.275125
7309,8.73,1.439,0.543,1338.0,433.5,0.915,1.41641,0.00095,12.119317
7310,4.67,1.91,0.426,881.6,401.6,0.944,1.47446,0.0009,11.939827
7311,2.73,1.459,0.223,1433.8,452.3,0.897,1.08266,0.00086,17.554863
7312,3.03,1.077,0.39,585.3,417.0,0.931,1.30318,0.00103,15.377111
7313,3.62,1.215,0.369,1122.5,498.7,0.844,1.39933,0.00095,14.002788
7314,4.69,1.141,0.373,1168.7,368.4,0.968,1.43203,0.00094,13.75052
7315,1.45,1.355,0.413,602.8,311.3,0.999,1.17028,0.00081,13.990554
7316,3.57,1.927,0.735,1495.9,390.5,0.952,1.33792,0.00094,11.989525
7317,2.93,1.109,0.395,784.8,589.3,0.689,1.23333,0.00089,16.88373
7318,1.14,1.007,0.391,1125.3,457.2,0.892,0.97613,0.0009,19.313553
7319,7.69,1.897,0.786,1254.5,458.0,0.891,1.34294,0.00098,11.758776
7320,4.8,1.321,0.351,335.0,442.3,0.907,1.51603,0.00076,12.694736
7321,8.85,1.777,0.687,913.5,322.1,0.995,1.4565,0.0009,11.237879
7322,7.1,1.326,0.458,1195.2,586.5,0.696,1.39616,0.00095,12.997589
7323,4.81,1.111,0.403,825.0,492.4,0.852,1.34576,0.0009,15.261744
7324,2.16,1.197,0.336,1627.5,575.0,0.722,1.25857,0.00089,15.989957
7325,4.64,1.527,0.609,889.0,403.1,0.942,1.3187,0.00106,13.022265
7326,1.61,1.479,0.396,741.3,347.1,0.982,1.1756,0.00089,14.591994
7327,4.38,1.841,0.755,1452.7,417.5,0.93,1.28674,0.00094,12.481574
7328,1.81,1.081,0.41,983.2,341.5,0.985,1.15284,0.00086,16.690417
7329,2.88,1.307,0.342,1317.0,454.5,0.895,1.36163,0.0008,14.267124
7330,6.02,1.982,0.273,768.1,364.2,0.971,1.28829,0.00091,13.590327
7331,8.34,1.612,0.391,954.6,338.9,0.987,1.60715,0.00076,10.862756
7332,5.11,1.558,0.586,683.5,586.0,0.697,1.32367,0.00082,13.86487
7333,2.83,1.249,0.339,1621.9,500.8,0.841,1.34868,0.00091,14.556488
7334,2.91,1.203,0.424,1018.2,454.4,0.895,1.30009,0.001,15.234124
7335,2.79,1.554,0.38,648.8,304.5,1.002,1.34463,0.00093,12.614088
7336,3.9,1.448,0.438,1325.8,543.6,0.78,1.41593,0.00095,12.716074
7337,7.93,1.028,0.357,1441.0,526.5,0.806,1.3968,0.00094,14.444248
7338,6.48,1.994,0.568,948.0,338.8,0.987,1.56496,0.00083,10.307952
7339,8.57,1.955,0.791,1180.0,508.0,0.832,1.37174,0.00094,11.485184
7340,4.21,1.68,0.373,373.9,328.2,0.992,1.447,0.00075,11.815266
7341,2.13,1.936,0.794,759.8,412.6,0.934,1.19045,0.00086,13.725544
7342,5.36,1.065,0.301,1002.0,385.5,0.956,1.50084,0.00089,13.611668
7343,3.7,1.471,0.264,805.4,532.8,0.797,1.34874,0.00085,15.65863
7344,7.88,1.834,0.465,1288.4,382.3,0.959,1.59449,0.00075,10.355101
7345,1.36,1.764,0.454,808.4,437.3,0.912,1.09978,0.00076,15.283263
7346,3.07,1.143,0.389,313.6,306.2,1.001,1.37377,0.00099,13.757398
7347,8.67,1.005,0.31,1240.9,396.1,0.948,1.5186,0.00077,12.935991
7348,7.9,1.377,0.538,1229.6,436.8,0.912,1.37042,0.00079,12.778061
7349,4.57,1.788,0.567,1665.4,542.6,0.781,1.43631,0.00091,11.955258
7350,7.69,1.098,0.389,1435.1,549.8,0.769,1.37588,0.00086,14.640269
7351,7.91,1.719,0.262,1262.8,492.8,0.851,1.49269,0.00087,12.636654
7352,6.68,1.602,0.24,1540.9,574.0,0.724,1.47105,0.00081,13.419411
7353,7.82,1.795,0.427,1064.1,547.6,0.773,1.59505,0.00078,10.988673
7354,8.93,1.438,0.302,1729.7,345.4,0.983,1.59449,0.00085,10.992683
7355,1.16,1.318,0.391,986.0,322.4,0.995,1.07037,0.00081,15.428507
7356,1.19,1.393,0.382,1186.3,533.6,0.796,1.06691,0.00086,16.833213
7357,6.67,1.955,0.824,979.8,494.7,0.849,1.30626,0.0009,12.744659
7358,2.74,1.234,0.429,962.5,506.5,0.834,1.28755,0.00097,14.912943
7359,5.65,1.252,0.242,1600.4,316.5,0.997,1.46811,0.0008,12.459058
7360,3.56,1.463,0.484,1618.6,552.0,0.766,1.35172,0.00091,13.301234
7361,8.71,1.395,0.346,807.2,388.1,0.954,1.61165,0.00066,11.125612
7362,7.81,1.516,0.311,384.0,413.0,0.934,1.58961,0.00084,11.542356
7363,4.84,1.555,0.478,476.6,341.0,0.985,1.50752,0.0008,11.678804
7364,1.66,1.065,0.397,1237.4,563.5,0.745,1.07293,0.00104,17.59785
7365,5.81,1.049,0.384,1682.2,377.9,0.962,1.35687,0.00098,15.076049
7366,6.71,1.796,0.266,1069.1,494.0,0.85,1.42497,0.00089,13.598951
7367,3.26,1.951,0.392,1393.1,484.6,0.861,1.32764,0.0008,13.868969
7368,2.69,1.748,0.406,1337.4,433.9,0.915,1.31399,0.00089,13.318069
7369,3.93,1.969,0.347,1535.3,586.9,0.695,1.37598,0.0009,13.592436
7370,8.83,1.373,0.306,693.6,575.0,0.722,1.61153,0.00075,11.717333
7371,5.13,1.484,0.598,347.4,585.8,0.697,1.26527,0.00104,15.221599
7372,6.77,1.516,0.336,1769.2,311.7,0.999,1.5473,0.0007,11.074924
7373,1.41,1.029,0.317,1589.9,560.9,0.75,1.10698,0.00085,18.108349
7374,3.38,1.051,0.336,1722.0,332.1,0.99,1.36308,0.00094,15.056045
7375,7.54,1.182,0.335,1671.8,349.6,0.98,1.54725,0.00085,11.8877
7376,4.39,1.709,0.656,558.3,402.1,0.943,1.37625,0.00087,12.415746
7377,3.66,1.371,0.416,1358.3,305.0,1.002,1.42531,0.00075,12.002068
7378,2.59,1.497,0.608,1358.5,481.9,0.864,1.16528,0.00098,14.597246
7379,2.1,1.649,0.231,1222.3,488.5,0.857,0.9093,0.00068,19.38515
7380,4.23,1.697,0.205,720.0,533.8,0.795,1.13954,0.00081,17.655513
7381,6.87,1.732,0.434,1479.0,390.0,0.953,1.56853,0.00092,10.976792
7382,8.37,1.51,0.478,393.8,517.3,0.819,1.54474,0.00089,11.985461
7383,6.64,1.373,0.313,664.6,504.7,0.836,1.57022,0.00078,12.33164
7384,4.92,1.796,0.311,1542.2,534.9,0.794,1.41743,0.0009,13.428255
7385,1.47,1.196,0.421,754.7,464.1,0.884,1.13681,0.00086,16.817898
7386,4.22,1.737,0.504,857.2,540.4,0.785,1.46781,0.00078,11.870572
7387,3.52,1.214,0.438,741.0,517.3,0.819,1.31022,0.0008,15.121952
7388,5.8,1.082,0.333,1771.6,393.7,0.95,1.4689,0.00082,13.372238
7389,7.7,1.078,0.323,321.4,444.6,0.905,1.55081,0.00086,12.747566
7390,4.59,1.487,0.383,1589.6,567.5,0.737,1.47295,0.00082,12.538205
7391,5.52,1.548,0.358,897.4,398.2,0.946,1.52429,0.00091,11.730003
7392,3.5,1.157,0.357,631.6,533.8,0.795,1.38891,0.00087,14.291003
7393,6.28,1.955,0.515,1531.6,329.2,0.992,1.55419,0.00076,10.313551
7394,1.55,1.735,0.473,317.7,367.3,0.969,1.17924,0.001,13.757378
7395,3.45,1.962,0.572,348.8,457.4,0.892,1.45129,0.00086,11.762153
7396,7.84,1.56,0.434,677.5,533.8,0.795,1.57155,0.00078,11.1843
7397,3.95,1.47,0.419,1343.0,569.8,0.732,1.42787,0.00082,12.610562
7398,4.3,1.866,0.663,1481.2,385.9,0.956,1.41196,0.00085,11.263823
7399,2.54,1.545,0.536,658.6,384.6,0.957,1.32675,0.00079,12.875437
7400,8.94,1.32,0.408,1087.5,558.9,0.753,1.50777,0.00087,12.325463
7401,5.08,1.372,0.207,899.9,551.0,0.767,1.37994,0.00091,15.646604
7402,2.76,1.072,0.307,310.7,343.2,0.984,1.37291,0.00097,14.23767
7403,1.09,1.064,0.309,1061.1,340.9,0.985,1.03181,0.00085,17.439796
7404,6.49,1.034,0.382,327.2,432.6,0.916,1.3974,0.00095,15.37364
7405,6.56,1.703,0.507,484.3,598.8,0.663,1.51528,0.00088,11.839428
7406,5.5,1.172,0.383,732.9,482.0,0.864,1.45041,0.00098,13.734199
7407,2.92,1.559,0.279,1686.2,588.0,0.692,1.27591,0.00089,15.828183
7408,7.24,1.47,0.599,1575.6,556.1,0.758,1.26981,0.00108,14.213976
7409,5.3,1.08,0.37,686.9,351.7,0.979,1.43529,0.00093,14.156155
7410,8.14,1.322,0.483,1474.8,368.3,0.969,1.43753,0.0008,12.374722
7411,2.58,1.812,0.63,628.1,572.3,0.727,1.29849,0.00088,12.889512
7412,6.44,1.404,0.495,783.0,312.1,0.999,1.4723,0.00097,12.052426
7413,5.65,1.074,0.222,734.0,591.7,0.683,1.52241,0.00081,14.487523
7414,3.59,1.716,0.261,928.8,421.9,0.926,1.1836,0.00087,15.494458
7415,6.53,1.904,0.48,1038.4,496.6,0.847,1.5684,0.00094,11.083956
7416,7.18,1.427,0.266,748.8,597.2,0.668,1.57253,0.00081,12.725483
7417,7.76,1.75,0.44,922.9,516.2,0.821,1.59214,0.00081,10.564643
7418,2.79,1.98,0.536,970.5,363.8,0.972,1.36968,0.00093,11.847807
7419,7.73,1.918,0.647,565.1,386.6,0.955,1.54439,0.00085,10.937369
7420,1.28,1.771,0.227,1653.9,499.9,0.842,0.62555,0.00054,22.785798
7421,7.05,1.06,0.385,517.1,547.7,0.773,1.37665,0.00086,15.411349
7422,7.97,1.932,0.415,415.7,504.7,0.836,1.60725,0.0008,11.042015
7423,3.12,1.073,0.374,1390.9,353.3,0.978,1.31438,0.00105,14.533094
7424,1.92,1.037,0.377,390.9,505.6,0.835,1.18269,0.00091,17.66987
7425,7.92,1.738,0.627,1450.0,473.6,0.874,1.45427,0.00089,11.45802
7426,7.02,1.363,0.39,1487.4,414.6,0.933,1.54274,0.00087,11.672888
7427,3.77,1.093,0.373,837.8,426.7,0.922,1.3675,0.00083,14.98987
7428,1.63,1.339,0.454,1202.5,585.9,0.697,1.14406,0.00092,15.125063
7429,8.77,1.384,0.552,975.2,352.9,0.978,1.38697,0.00093,13.060044
7430,6.09,1.248,0.487,1770.2,499.0,0.844,1.29233,0.00086,15.025174
7431,2.6,1.541,0.503,1666.0,392.4,0.951,1.32605,0.00095,13.603671
7432,2.79,1.345,0.455,992.1,545.6,0.776,1.30013,0.00101,14.540654
7433,4.3,1.305,0.532,528.0,570.9,0.73,1.20809,0.00089,16.628591
7434,3.73,1.465,0.388,451.7,405.4,0.94,1.45705,0.00078,12.744129
7435,4.59,1.93,0.681,417.1,582.3,0.706,1.40174,0.00085,12.458333
7436,5.11,1.611,0.598,1469.8,490.9,0.854,1.36482,0.00089,12.468611
7437,2.29,1.945,0.633,663.1,339.7,0.986,1.33198,0.00092,11.929085
7438,3.74,1.542,0.365,907.1,518.6,0.817,1.43843,0.00087,12.972476
7439,8.46,1.911,0.216,1658.6,548.9,0.771,1.36273,0.00099,14.511735
7440,5.32,1.56,0.561,644.5,433.1,0.916,1.43378,0.00089,12.097499
7441,5.54,1.021,0.277,1182.5,598.8,0.663,1.45996,0.00077,14.233713
7442,7.94,1.266,0.211,1173.9,309.3,1.0,1.50549,0.00078,11.875137
7443,3.45,1.065,0.305,661.0,586.5,0.696,1.38558,0.00076,15.43986
7444,8.36,1.759,0.575,1571.6,403.8,0.942,1.53335,0.00087,10.808328
7445,7.92,1.879,0.573,1050.9,562.4,0.747,1.5366,0.00075,10.959892
7446,4.6,1.324,0.425,657.3,443.6,0.906,1.45722,0.00091,12.872664
7447,2.37,1.554,0.525,1293.5,531.3,0.799,1.27554,0.00094,13.50547
7448,8.42,1.714,0.247,1258.0,583.8,0.702,1.52709,0.00075,12.499368
7449,6.82,1.509,0.54,944.1,549.6,0.77,1.41237,0.00087,12.387246
7450,7.56,1.555,0.318,1723.9,366.3,0.97,1.55725,0.00075,11.236445
7451,4.39,1.15,0.361,1204.5,453.2,0.896,1.4264,0.00095,13.13977
7452,6.38,1.679,0.481,1723.3,562.6,0.746,1.51231,0.00085,11.442126
7453,4.1,1.463,0.478,1370.5,374.1,0.965,1.42676,0.0007,12.003288
7454,4.48,1.533,0.547,552.3,351.8,0.979,1.42864,0.00093,12.450155
7455,5.08,1.117,0.427,313.3,372.6,0.966,1.36359,0.00095,14.537045
7456,7.18,1.368,0.517,521.6,407.9,0.938,1.42344,0.00091,13.350593
7457,6.27,1.389,0.354,1474.3,371.8,0.966,1.54733,0.00072,11.638991
7458,2.33,1.669,0.446,494.4,313.7,0.998,1.31596,0.00094,13.276543
7459,7.89,1.396,0.403,1054.3,312.5,0.999,1.57496,0.00095,11.249152
7460,1.24,1.96,0.598,313.2,525.6,0.807,1.13553,0.00087,14.049571
7461,3.77,1.629,0.575,1110.0,479.5,0.867,1.37153,0.00092,12.893653
7462,7.57,1.146,0.459,304.5,396.1,0.948,1.3614,0.00087,14.417631
7463,3.32,1.437,0.428,842.1,414.3,0.933,1.41525,0.00096,12.896396
7464,3.5,1.084,0.373,394.4,579.7,0.711,1.3153,0.00095,16.23166
7465,7.81,1.735,0.538,1477.2,537.5,0.789,1.52068,0.00094,10.99697
7466,4.8,1.711,0.311,1436.4,337.9,0.987,1.38303,0.00089,12.33383
7467,3.4,1.875,0.29,764.7,416.4,0.931,1.16874,0.00075,15.377529
7468,3.34,1.671,0.65,1411.9,457.0,0.892,1.2777,0.00099,13.034571
